74.50	14.48
73.47	14.41
74.50	14.48
74.50	14.48
73.47	14.41
76.56	14.61
75.53	14.54
76.56	14.61
77.59	14.66
77.59	14.66
73.47	14.41
76.56	14.61
74.50	14.48
73.47	14.41
70.38	14.17
75.53	14.54
73.47	14.41
75.53	14.54
76.56	14.61
76.56	14.61
76.56	14.61
75.53	14.54
77.59	14.66
74.50	14.48
79.65	14.77
73.47	14.41
75.53	14.54
78.62	14.72
77.59	14.66
77.74	11.73
75.70	11.64
75.70	11.64
79.78	11.82
76.72	11.69
73.66	11.53
74.68	11.59
76.72	11.69
77.74	11.73
77.74	11.73
76.72	11.69
78.76	11.78
76.72	11.69
78.76	11.78
77.74	11.73
77.74	11.73
78.76	11.78
77.74	11.73
76.72	11.69
76.72	11.69
76.72	11.69
76.72	11.69
75.70	11.64
76.72	11.69
76.72	11.69
75.70	11.64
78.76	11.78
77.74	11.73
78.76	11.78
78.76	11.78
79.78	11.82
75.70	11.64
78.76	11.78
76.72	11.69
75.70	11.64
72.64	11.47
77.74	11.73
75.70	11.64
77.74	11.73
77.74	11.73
78.76	11.78
78.76	11.78
77.74	11.73
79.78	11.82
76.72	11.69
80.80	11.85
75.70	11.64
77.74	11.73
80.80	11.85
79.78	11.82
75.34	41.06
74.04	40.88
72.74	40.69
77.97	41.37
74.04	40.88
70.17	40.27
71.45	40.49
74.04	40.88
75.34	41.06
76.65	41.22
74.04	40.88
77.97	41.37
74.04	40.88
76.65	41.22
75.34	41.06
75.34	41.06
76.65	41.22
75.34	41.06
74.04	40.88
74.04	40.88
74.04	40.88
75.34	41.06
72.74	40.69
74.04	40.88
74.04	40.88
72.74	40.69
76.65	41.22
75.34	41.06
76.65	41.22
77.97	41.37
77.97	41.37
72.74	40.69
76.65	41.22
74.04	40.88
72.74	40.69
70.17	40.27
75.34	41.06
72.74	40.69
75.34	41.06
76.65	41.22
76.65	41.22
76.65	41.22
75.34	41.06
77.97	41.37
74.04	40.88
79.29	41.50
74.04	40.88
75.34	41.06
79.29	41.50
77.97	41.37
78.89	7.85
77.89	7.82
77.89	7.82
80.91	7.90
78.89	7.85
75.87	7.76
75.87	7.76
78.89	7.85
78.89	7.85
79.90	7.88
78.89	7.85
80.91	7.90
78.89	7.85
79.90	7.88
79.90	7.88
78.89	7.85
80.91	7.90
78.89	7.85
78.89	7.85
78.89	7.85
77.89	7.82
78.89	7.85
77.89	7.82
77.89	7.82
77.89	7.82
77.89	7.82
79.90	7.88
79.90	7.88
79.90	7.88
80.91	7.90
80.91	7.90
76.88	7.79
79.90	7.88
78.89	7.85
77.89	7.82
74.86	7.73
78.89	7.85
76.88	7.79
79.90	7.88
79.90	7.88
79.90	7.88
80.91	7.90
79.90	7.88
80.91	7.90
77.89	7.82
81.92	7.92
77.89	7.82
78.89	7.85
81.92	7.92
80.91	7.90
78.67	13.74
77.64	13.69
77.64	13.69
80.73	13.82
78.67	13.74
75.59	13.58
76.62	13.63
78.67	13.74
78.67	13.74
79.70	13.78
78.67	13.74
80.73	13.82
78.67	13.74
80.73	13.82
79.70	13.78
78.67	13.74
80.73	13.82
78.67	13.74
78.67	13.74
78.67	13.74
77.64	13.69
78.67	13.74
77.64	13.69
78.67	13.74
77.64	13.69
77.64	13.69
79.70	13.78
79.70	13.78
79.70	13.78
80.73	13.82
80.73	13.82
77.64	13.69
79.70	13.78
78.67	13.74
77.64	13.69
74.56	13.51
78.67	13.74
76.62	13.63
79.70	13.78
79.70	13.78
80.73	13.82
80.73	13.82
79.70	13.78
80.73	13.82
78.67	13.74
82.79	13.89
77.64	13.69
78.67	13.74
81.76	13.86
80.73	13.82
79.42	31.56
77.09	31.34
77.09	31.34
80.59	31.65
78.25	31.46
74.77	31.09
75.93	31.22
78.25	31.46
79.42	31.56
79.42	31.56
78.25	31.46
80.59	31.65
78.25	31.46
80.59	31.65
79.42	31.56
78.25	31.46
80.59	31.65
78.25	31.46
78.25	31.46
78.25	31.46
78.25	31.46
78.25	31.46
77.09	31.34
78.25	31.46
77.09	31.34
77.09	31.34
79.42	31.56
79.42	31.56
79.42	31.56
80.59	31.65
80.59	31.65
77.09	31.34
79.42	31.56
78.25	31.46
77.09	31.34
74.77	31.09
79.42	31.56
77.09	31.34
79.42	31.56
79.42	31.56
80.59	31.65
80.59	31.65
79.42	31.56
80.59	31.65
78.25	31.46
81.76	31.73
77.09	31.34
78.25	31.46
81.76	31.73
80.59	31.65
80.77	12.84
79.74	12.80
79.74	12.80
82.82	12.90
80.77	12.84
77.69	12.71
78.72	12.76
80.77	12.84
80.77	12.84
81.79	12.87
80.77	12.84
82.82	12.90
80.77	12.84
81.79	12.87
80.77	12.84
80.77	12.84
