  .000000E+00  .000000E+00  .000000E+00  .000000E+00
  .500000E-01  .645515E-20  .288595E-19  .222183E-21
  .100000E+00  .837682E-19  .374491E-18  .288302E-20
  .150000E+00  .553078E-18  .247244E-17  .190331E-19
  .200000E+00  .250290E-17  .111880E-16  .861215E-19
  .250000E+00  .880496E-17  .393552E-16  .302923E-18
  .300000E+00  .258313E-16  .115446E-15  .888540E-18
  .350000E+00  .660651E-16  .295228E-15  .227205E-17
  .400000E+00  .151795E-15  .678249E-15  .521927E-17
  .450000E+00  .320079E-15  .142998E-14  .110029E-16
  .500000E+00  .629166E-15  .281043E-14  .216223E-16
  .550000E+00  .116655E-14  .521004E-14  .400791E-16
  .600000E+00  .205887E-14  .919364E-14  .707147E-16
  .650000E+00  .348374E-14  .155533E-13  .119615E-15
  .700000E+00  .568390E-14  .253708E-13  .195089E-15
  .750000E+00  .898355E-14  .400904E-13  .308230E-15
  .800000E+00  .138074E-13  .616034E-13  .473553E-15
  .850000E+00  .207023E-13  .923436E-13  .709736E-15
  .900000E+00  .303621E-13  .135397E-12  .104045E-14
  .950000E+00  .436547E-13  .194622E-12  .149529E-14
  .100000E+01  .616541E-13  .274790E-12  .211083E-14
  .105000E+01  .856737E-13  .381733E-12  .293176E-14
  .110000E+01  .117305E-12  .522515E-12  .401220E-14
  .115000E+01  .158461E-12  .705612E-12  .541705E-14
  .120000E+01  .211418E-12  .941118E-12  .722361E-14
  .125000E+01  .278870E-12  .124096E-11  .952318E-14
  .130000E+01  .363983E-12  .161915E-11  .124229E-13
  .135000E+01  .470452E-12  .209203E-11  .160478E-13
  .140000E+01  .602567E-12  .267854E-11  .205428E-13
  .145000E+01  .765280E-12  .340056E-11  .260751E-13
  .150000E+01  .964286E-12  .428319E-11  .328366E-13
  .155000E+01  .120609E-11  .535514E-11  .410466E-13
  .160000E+01  .149811E-11  .664905E-11  .509544E-13
  .165000E+01  .184876E-11  .820194E-11  .628427E-13
  .170000E+01  .226753E-11  .100556E-10  .770302E-13
  .175000E+01  .276514E-11  .122570E-10  .938756E-13
  .180000E+01  .335358E-11  .148589E-10  .113781E-12
  .185000E+01  .404630E-11  .179203E-10  .137195E-12
  .190000E+01  .485827E-11  .215067E-10  .164617E-12
  .195000E+01  .580618E-11  .256912E-10  .196602E-12
  .200000E+01  .690852E-11  .305548E-10  .233766E-12
  .205000E+01  .818575E-11  .361867E-10  .276787E-12
  .210000E+01  .966046E-11  .426857E-10  .326413E-12
  .215000E+01  .113575E-10  .501605E-10  .383465E-12
  .220000E+01  .133043E-10  .587300E-10  .448846E-12
  .225000E+01  .155308E-10  .685252E-10  .523541E-12
  .230000E+01  .180699E-10  .796887E-10  .608626E-12
  .235000E+01  .209574E-10  .923766E-10  .705277E-12
  .240000E+01  .242324E-10  .106759E-09  .814768E-12
  .245000E+01  .279375E-10  .123020E-09  .938487E-12
  .250000E+01  .321191E-10  .141362E-09  .107793E-11
  .255000E+01  .368274E-10  .162001E-09  .123474E-11
  .260000E+01  .421167E-10  .185173E-09  .141065E-11
  .265000E+01  .480461E-10  .211133E-09  .160756E-11
  .270000E+01  .546790E-10  .240157E-09  .182752E-11
  .275000E+01  .620843E-10  .272540E-09  .207272E-11
  .280000E+01  .703358E-10  .308601E-09  .234551E-11
  .285000E+01  .795132E-10  .348685E-09  .264841E-11
  .290000E+01  .897021E-10  .393159E-09  .298415E-11
  .295000E+01  .100994E-09  .442420E-09  .335561E-11
  .300000E+01  .113488E-09  .496891E-09  .376589E-11
  .305000E+01  .127290E-09  .557026E-09  .421830E-11
  .310000E+01  .142512E-09  .623310E-09  .471635E-11
  .315000E+01  .159275E-09  .696261E-09  .526382E-11
  .320000E+01  .177708E-09  .776433E-09  .586470E-11
  .325000E+01  .197949E-09  .864414E-09  .652324E-11
  .330000E+01  .220144E-09  .960835E-09  .724398E-11
  .335000E+01  .244450E-09  .106636E-08  .803170E-11
  .340000E+01  .271032E-09  .118171E-08  .889151E-11
  .345000E+01  .300067E-09  .130762E-08  .982881E-11
  .350000E+01  .331742E-09  .144492E-08  .108493E-10
  .355000E+01  .366258E-09  .159444E-08  .119591E-10
  .360000E+01  .403824E-09  .175708E-08  .131646E-10
  .365000E+01  .444665E-09  .193381E-08  .144725E-10
  .370000E+01  .489018E-09  .212563E-08  .158901E-10
  .375000E+01  .537132E-09  .233361E-08  .174248E-10
  .380000E+01  .589273E-09  .255888E-08  .190847E-10
  .385000E+01  .645721E-09  .280263E-08  .208782E-10
  .390000E+01  .706771E-09  .306613E-08  .228141E-10
  .395000E+01  .772735E-09  .335070E-08  .249017E-10
  .400000E+01  .843942E-09  .365774E-08  .271509E-10
  .405000E+01  .920738E-09  .398872E-08  .295721E-10
  .410000E+01  .100349E-08  .434521E-08  .321760E-10
  .415000E+01  .109258E-08  .472883E-08  .349742E-10
  .420000E+01  .118841E-08  .514130E-08  .379785E-10
  .425000E+01  .129141E-08  .558444E-08  .412017E-10
  .430000E+01  .140202E-08  .606013E-08  .446568E-10
  .435000E+01  .152071E-08  .657037E-08  .483579E-10
  .440000E+01  .164798E-08  .711725E-08  .523194E-10
  .445000E+01  .178434E-08  .770297E-08  .565566E-10
  .450000E+01  .193032E-08  .832982E-08  .610855E-10
  .455000E+01  .208650E-08  .900022E-08  .659228E-10
  .460000E+01  .225348E-08  .971669E-08  .710860E-10
  .465000E+01  .243186E-08  .104819E-07  .765936E-10
  .470000E+01  .262230E-08  .112985E-07  .824647E-10
  .475000E+01  .282549E-08  .121695E-07  .887194E-10
  .480000E+01  .304213E-08  .130979E-07  .953788E-10
  .485000E+01  .327296E-08  .140869E-07  .102465E-09
  .490000E+01  .351876E-08  .151397E-07  .110000E-09
  .495000E+01  .378034E-08  .162598E-07  .118009E-09
  .500000E+01  .405855E-08  .174508E-07  .126517E-09
  .505000E+01  .435426E-08  .187165E-07  .135549E-09
  .510000E+01  .466839E-08  .200606E-07  .145133E-09
  .515000E+01  .500190E-08  .214875E-07  .155298E-09
  .520000E+01  .535579E-08  .230012E-07  .166072E-09
  .525000E+01  .573110E-08  .246062E-07  .177488E-09
  .530000E+01  .612890E-08  .263071E-07  .189576E-09
  .535000E+01  .655032E-08  .281088E-07  .202371E-09
  .540000E+01  .699654E-08  .300161E-07  .215907E-09
  .545000E+01  .746876E-08  .320344E-07  .230221E-09
  .550000E+01  .796825E-08  .341690E-07  .245350E-09
  .555000E+01  .849632E-08  .364254E-07  .261333E-09
  .560000E+01  .905434E-08  .388097E-07  .278211E-09
  .565000E+01  .964372E-08  .413277E-07  .296027E-09
  .570000E+01  .102659E-07  .439858E-07  .314824E-09
  .575000E+01  .109225E-07  .467905E-07  .334647E-09
  .580000E+01  .116150E-07  .497487E-07  .355544E-09
  .585000E+01  .123451E-07  .528672E-07  .377565E-09
  .590000E+01  .131144E-07  .561535E-07  .400758E-09
  .595000E+01  .139248E-07  .596150E-07  .425179E-09
  .600000E+01  .147781E-07  .632597E-07  .450880E-09
  .605000E+01  .156760E-07  .670955E-07  .477919E-09
  .610000E+01  .166207E-07  .711310E-07  .506354E-09
  .615000E+01  .176141E-07  .753749E-07  .536246E-09
  .620000E+01  .186583E-07  .798360E-07  .567658E-09
  .625000E+01  .197555E-07  .845239E-07  .600654E-09
  .630000E+01  .209078E-07  .894480E-07  .635303E-09
  .635000E+01  .221177E-07  .946184E-07  .671675E-09
  .640000E+01  .233875E-07  .100046E-06  .709840E-09
  .645000E+01  .247196E-07  .105740E-06  .749874E-09
  .650000E+01  .261166E-07  .111713E-06  .791855E-09
  .655000E+01  .275812E-07  .117975E-06  .835862E-09
  .660000E+01  .291160E-07  .124539E-06  .881978E-09
  .665000E+01  .307238E-07  .131416E-06  .930287E-09
  .670000E+01  .324075E-07  .138620E-06  .980879E-09
  .675000E+01  .341702E-07  .146163E-06  .103385E-08
  .680000E+01  .360147E-07  .154058E-06  .108928E-08
  .685000E+01  .379444E-07  .162320E-06  .114728E-08
  .690000E+01  .399624E-07  .170962E-06  .120794E-08
  .695000E+01  .420722E-07  .179999E-06  .127138E-08
  .700000E+01  .442771E-07  .189447E-06  .133768E-08
  .705000E+01  .465807E-07  .199321E-06  .140698E-08
  .710000E+01  .489866E-07  .209636E-06  .147938E-08
  .715000E+01  .514987E-07  .220410E-06  .155499E-08
  .720000E+01  .541208E-07  .231660E-06  .163395E-08
  .725000E+01  .568568E-07  .243402E-06  .171636E-08
  .730000E+01  .597108E-07  .255656E-06  .180237E-08
  .735000E+01  .626871E-07  .268439E-06  .189210E-08
  .740000E+01  .657899E-07  .281772E-06  .198570E-08
  .745000E+01  .690238E-07  .295673E-06  .208329E-08
  .750000E+01  .723931E-07  .310162E-06  .218503E-08
  .755000E+01  .759027E-07  .325261E-06  .229105E-08
  .760000E+01  .795574E-07  .340992E-06  .240152E-08
  .765000E+01  .833619E-07  .357375E-06  .251660E-08
  .770000E+01  .873215E-07  .374434E-06  .263643E-08
  .775000E+01  .914412E-07  .392191E-06  .276119E-08
  .780000E+01  .957265E-07  .410672E-06  .289105E-08
  .785000E+01  .100183E-06  .429899E-06  .302618E-08
  .790000E+01  .104815E-06  .449899E-06  .316675E-08
  .795000E+01  .109630E-06  .470697E-06  .331296E-08
  .800000E+01  .114634E-06  .492320E-06  .346499E-08
  .805000E+01  .119831E-06  .514794E-06  .362303E-08
  .810000E+01  .125229E-06  .538149E-06  .378729E-08
  .815000E+01  .130833E-06  .562412E-06  .395796E-08
  .820000E+01  .136650E-06  .587612E-06  .413526E-08
  .825000E+01  .142687E-06  .613781E-06  .431939E-08
  .830000E+01  .148951E-06  .640949E-06  .451058E-08
  .835000E+01  .155448E-06  .669147E-06  .470904E-08
  .840000E+01  .162185E-06  .698408E-06  .491502E-08
  .845000E+01  .169170E-06  .728765E-06  .512875E-08
  .850000E+01  .176411E-06  .760252E-06  .535046E-08
  .855000E+01  .183914E-06  .792904E-06  .558042E-08
  .860000E+01  .191687E-06  .826757E-06  .581886E-08
  .865000E+01  .199739E-06  .861847E-06  .606604E-08
  .870000E+01  .208078E-06  .898212E-06  .632225E-08
  .875000E+01  .216711E-06  .935891E-06  .658774E-08
  .880000E+01  .225647E-06  .974921E-06  .686279E-08
  .885000E+01  .234895E-06  .101534E-05  .714770E-08
  .890000E+01  .244464E-06  .105720E-05  .744274E-08
  .895000E+01  .254362E-06  .110053E-05  .774823E-08
  .900000E+01  .264599E-06  .114538E-05  .806446E-08
  .905000E+01  .275184E-06  .119179E-05  .839174E-08
  .910000E+01  .286127E-06  .123981E-05  .873039E-08
  .915000E+01  .297437E-06  .128948E-05  .908074E-08
  .920000E+01  .309124E-06  .134085E-05  .944312E-08
  .925000E+01  .321199E-06  .139397E-05  .981786E-08
  .930000E+01  .333671E-06  .144888E-05  .102053E-07
  .935000E+01  .346552E-06  .150564E-05  .106058E-07
  .940000E+01  .359852E-06  .156430E-05  .110198E-07
  .945000E+01  .373581E-06  .162491E-05  .114475E-07
  .950000E+01  .387751E-06  .168752E-05  .118894E-07
  .955000E+01  .402374E-06  .175218E-05  .123458E-07
  .960000E+01  .417460E-06  .181896E-05  .128171E-07
  .965000E+01  .433022E-06  .188790E-05  .133037E-07
  .970000E+01  .449071E-06  .195908E-05  .138061E-07
  .975000E+01  .465620E-06  .203253E-05  .143246E-07
  .980000E+01  .482680E-06  .210833E-05  .148596E-07
  .985000E+01  .500266E-06  .218654E-05  .154116E-07
  .990000E+01  .518388E-06  .226721E-05  .159810E-07
  .995000E+01  .537061E-06  .235042E-05  .165682E-07
  .100000E+02  .556297E-06  .243622E-05  .171737E-07
  .100500E+02  .576110E-06  .252468E-05  .177979E-07
  .101000E+02  .596514E-06  .261588E-05  .184413E-07
  .101500E+02  .617522E-06  .270987E-05  .191044E-07
  .102000E+02  .639148E-06  .280673E-05  .197876E-07
  .102500E+02  .661408E-06  .290652E-05  .204914E-07
  .103000E+02  .684315E-06  .300933E-05  .212163E-07
  .103500E+02  .707884E-06  .311523E-05  .219629E-07
  .104000E+02  .732130E-06  .322428E-05  .227316E-07
  .104500E+02  .757068E-06  .333657E-05  .235229E-07
  .105000E+02  .782714E-06  .345217E-05  .243375E-07
  .105500E+02  .809084E-06  .357116E-05  .251758E-07
  .106000E+02  .836193E-06  .369363E-05  .260383E-07
  .106500E+02  .864057E-06  .381965E-05  .269257E-07
  .107000E+02  .892693E-06  .394931E-05  .278385E-07
  .107500E+02  .922117E-06  .408269E-05  .287772E-07
  .108000E+02  .952346E-06  .421988E-05  .297426E-07
  .108500E+02  .983397E-06  .436097E-05  .307351E-07
  .109000E+02  .101529E-05  .450604E-05  .317553E-07
  .109500E+02  .104804E-05  .465518E-05  .328040E-07
  .110000E+02  .108166E-05  .480850E-05  .338818E-07
  .110500E+02  .111617E-05  .496607E-05  .349892E-07
  .111000E+02  .115160E-05  .512800E-05  .361269E-07
  .111500E+02  .118795E-05  .529438E-05  .372956E-07
  .112000E+02  .122525E-05  .546530E-05  .384960E-07
  .112500E+02  .126352E-05  .564088E-05  .397288E-07
  .113000E+02  .130277E-05  .582120E-05  .409947E-07
  .113500E+02  .134303E-05  .600638E-05  .422943E-07
  .114000E+02  .138431E-05  .619651E-05  .436284E-07
  .114500E+02  .142664E-05  .639170E-05  .449978E-07
  .115000E+02  .147003E-05  .659206E-05  .464032E-07
  .115500E+02  .151450E-05  .679769E-05  .478453E-07
  .116000E+02  .156008E-05  .700871E-05  .493250E-07
  .116500E+02  .160679E-05  .722523E-05  .508430E-07
  .117000E+02  .165464E-05  .744736E-05  .524002E-07
  .117500E+02  .170365E-05  .767521E-05  .539973E-07
  .118000E+02  .175386E-05  .790891E-05  .556352E-07
  .118500E+02  .180527E-05  .814857E-05  .573147E-07
  .119000E+02  .185792E-05  .839430E-05  .590367E-07
  .119500E+02  .191182E-05  .864624E-05  .608022E-07
  .120000E+02  .196699E-05  .890451E-05  .626118E-07
  .120500E+02  .202347E-05  .916922E-05  .644667E-07
  .121000E+02  .208126E-05  .944050E-05  .663676E-07
  .121500E+02  .214039E-05  .971849E-05  .683155E-07
  .122000E+02  .220090E-05  .100033E-04  .703114E-07
  .122500E+02  .226279E-05  .102951E-04  .723562E-07
  .123000E+02  .232609E-05  .105940E-04  .744510E-07
  .123500E+02  .239083E-05  .109001E-04  .765966E-07
  .124000E+02  .245703E-05  .112136E-04  .787942E-07
  .124500E+02  .252471E-05  .115346E-04  .810446E-07
  .125000E+02  .259390E-05  .118632E-04  .833491E-07
  .125500E+02  .266462E-05  .121996E-04  .857086E-07
  .126000E+02  .273690E-05  .125439E-04  .881242E-07
  .126500E+02  .281075E-05  .128963E-04  .905970E-07
  .127000E+02  .288622E-05  .132570E-04  .931281E-07
  .127500E+02  .296331E-05  .136260E-04  .957186E-07
  .128000E+02  .304206E-05  .140035E-04  .983696E-07
  .128500E+02  .312249E-05  .143897E-04  .101082E-06
  .129000E+02  .320463E-05  .147846E-04  .103858E-06
  .129500E+02  .328849E-05  .151886E-04  .106698E-06
  .130000E+02  .337412E-05  .156017E-04  .109603E-06
  .130500E+02  .346153E-05  .160241E-04  .112574E-06
  .131000E+02  .355075E-05  .164559E-04  .115614E-06
  .131500E+02  .364180E-05  .168973E-04  .118722E-06
  .132000E+02  .373471E-05  .173485E-04  .121900E-06
  .132500E+02  .382952E-05  .178097E-04  .125150E-06
  .133000E+02  .392623E-05  .182809E-04  .128473E-06
  .133500E+02  .402489E-05  .187624E-04  .131870E-06
  .134000E+02  .412552E-05  .192543E-04  .135343E-06
  .134500E+02  .422814E-05  .197568E-04  .138893E-06
  .135000E+02  .433278E-05  .202702E-04  .142520E-06
  .135500E+02  .443948E-05  .207944E-04  .146228E-06
  .136000E+02  .454824E-05  .213298E-04  .150016E-06
  .136500E+02  .465911E-05  .218765E-04  .153887E-06
  .137000E+02  .477211E-05  .224346E-04  .157842E-06
  .137500E+02  .488727E-05  .230045E-04  .161882E-06
  .138000E+02  .500462E-05  .235861E-04  .166009E-06
  .138500E+02  .512417E-05  .241798E-04  .170224E-06
  .139000E+02  .524597E-05  .247857E-04  .174529E-06
  .139500E+02  .537003E-05  .254040E-04  .178925E-06
  .140000E+02  .549639E-05  .260349E-04  .183414E-06
  .140500E+02  .562507E-05  .266785E-04  .187998E-06
  .141000E+02  .575610E-05  .273351E-04  .192677E-06
  .141500E+02  .588951E-05  .280049E-04  .197454E-06
  .142000E+02  .602533E-05  .286880E-04  .202330E-06
  .142500E+02  .616358E-05  .293847E-04  .207306E-06
  .143000E+02  .630429E-05  .300950E-04  .212385E-06
  .143500E+02  .644749E-05  .308193E-04  .217568E-06
  .144000E+02  .659320E-05  .315578E-04  .222856E-06
  .144500E+02  .674146E-05  .323106E-04  .228251E-06
  .145000E+02  .689229E-05  .330779E-04  .233755E-06
  .145500E+02  .704572E-05  .338599E-04  .239370E-06
  .146000E+02  .720178E-05  .346569E-04  .245097E-06
  .146500E+02  .736050E-05  .354690E-04  .250937E-06
  .147000E+02  .752189E-05  .362965E-04  .256894E-06
  .147500E+02  .768599E-05  .371395E-04  .262967E-06
  .148000E+02  .785283E-05  .379983E-04  .269160E-06
  .148500E+02  .802244E-05  .388730E-04  .275474E-06
  .149000E+02  .819483E-05  .397640E-04  .281910E-06
  .149500E+02  .837005E-05  .406713E-04  .288471E-06
  .150000E+02  .854811E-05  .415953E-04  .295158E-06
  .150500E+02  .872903E-05  .425361E-04  .301973E-06
  .151000E+02  .891286E-05  .434939E-04  .308917E-06
  .151500E+02  .909961E-05  .444690E-04  .315994E-06
  .152000E+02  .928932E-05  .454615E-04  .323204E-06
  .152500E+02  .948200E-05  .464717E-04  .330549E-06
  .153000E+02  .967768E-05  .474999E-04  .338032E-06
  .153500E+02  .987639E-05  .485461E-04  .345653E-06
  .154000E+02  .100782E-04  .496107E-04  .353416E-06
  .154500E+02  .102830E-04  .506939E-04  .361322E-06
  .155000E+02  .104910E-04  .517959E-04  .369372E-06
  .155500E+02  .107020E-04  .529168E-04  .377569E-06
  .156000E+02  .109163E-04  .540571E-04  .385915E-06
  .156500E+02  .111337E-04  .552167E-04  .394412E-06
  .157000E+02  .113543E-04  .563961E-04  .403061E-06
  .157500E+02  .115782E-04  .575953E-04  .411864E-06
  .158000E+02  .118053E-04  .588147E-04  .420824E-06
  .158500E+02  .120357E-04  .600545E-04  .429943E-06
  .159000E+02  .122693E-04  .613149E-04  .439222E-06
  .159500E+02  .125063E-04  .625960E-04  .448663E-06
  .160000E+02  .127467E-04  .638982E-04  .458269E-06
  .160500E+02  .129904E-04  .652217E-04  .468041E-06
  .161000E+02  .132375E-04  .665667E-04  .477981E-06
  .161500E+02  .134880E-04  .679334E-04  .488092E-06
  .162000E+02  .137419E-04  .693220E-04  .498376E-06
  .162500E+02  .139993E-04  .707329E-04  .508834E-06
  .163000E+02  .142602E-04  .721661E-04  .519469E-06
  .163500E+02  .145246E-04  .736220E-04  .530282E-06
  .164000E+02  .147925E-04  .751008E-04  .541276E-06
  .164500E+02  .150639E-04  .766027E-04  .552453E-06
  .165000E+02  .153388E-04  .781279E-04  .563814E-06
  .165500E+02  .156174E-04  .796767E-04  .575363E-06
  .166000E+02  .158995E-04  .812492E-04  .587101E-06
  .166500E+02  .161852E-04  .828458E-04  .599030E-06
  .167000E+02  .164746E-04  .844666E-04  .611152E-06
  .167500E+02  .167676E-04  .861119E-04  .623470E-06
  .168000E+02  .170643E-04  .877819E-04  .635985E-06
  .168500E+02  .173646E-04  .894768E-04  .648700E-06
  .169000E+02  .176686E-04  .911969E-04  .661616E-06
  .169500E+02  .179763E-04  .929424E-04  .674737E-06
  .170000E+02  .182878E-04  .947135E-04  .688064E-06
  .170500E+02  .186030E-04  .965104E-04  .701600E-06
  .171000E+02  .189219E-04  .983334E-04  .715345E-06
  .171500E+02  .192446E-04  .100183E-03  .729304E-06
  .172000E+02  .195710E-04  .102058E-03  .743477E-06
  .172500E+02  .199012E-04  .103961E-03  .757868E-06
  .173000E+02  .202353E-04  .105890E-03  .772478E-06
  .173500E+02  .205731E-04  .107847E-03  .787309E-06
  .174000E+02  .209147E-04  .109831E-03  .802364E-06
  .174500E+02  .212602E-04  .111843E-03  .817645E-06
  .175000E+02  .216095E-04  .113882E-03  .833154E-06
  .175500E+02  .219626E-04  .115950E-03  .848893E-06
  .176000E+02  .223196E-04  .118046E-03  .864865E-06
  .176500E+02  .226804E-04  .120170E-03  .881072E-06
  .177000E+02  .230451E-04  .122323E-03  .897516E-06
  .177500E+02  .234137E-04  .124505E-03  .914200E-06
  .178000E+02  .237861E-04  .126716E-03  .931124E-06
  .178500E+02  .241624E-04  .128956E-03  .948293E-06
