  .000000E+00  .000000E+00  .000000E+00  .000000E+00
  .500000E-01  .940857E-20  .165975E-20  .119883E-21
  .100000E+00  .122094E-18  .215388E-19  .155583E-20
  .150000E+00  .806116E-18  .142212E-18  .102732E-19
  .200000E+00  .364796E-17  .643571E-18  .464948E-19
  .250000E+00  .128330E-16  .226405E-17  .163582E-18
  .300000E+00  .376480E-16  .664213E-17  .479957E-18
  .350000E+00  .962855E-16  .169877E-16  .122767E-17
  .400000E+00  .221227E-15  .390322E-16  .282112E-17
  .450000E+00  .466476E-15  .823046E-16  .594949E-17
  .500000E+00  .916912E-15  .161783E-15  .116963E-16
  .550000E+00  .170003E-14  .299967E-15  .216895E-16
  .600000E+00  .300033E-14  .529416E-15  .382857E-16
  .650000E+00  .507661E-14  .895807E-15  .647917E-16
  .700000E+00  .828249E-14  .146155E-14  .105727E-15
  .750000E+00  .130903E-13  .231002E-14  .167130E-15
  .800000E+00  .201186E-13  .355041E-14  .256913E-15
  .850000E+00  .301640E-13  .532336E-14  .385268E-15
  .900000E+00  .442368E-13  .780724E-14  .565126E-15
  .950000E+00  .636014E-13  .112253E-13  .812681E-15
  .100000E+01  .898212E-13  .158536E-13  .114796E-14
  .105000E+01  .124809E-12  .220301E-13  .159549E-14
  .110000E+01  .170882E-12  .301640E-13  .218501E-14
  .115000E+01  .230824E-12  .407470E-13  .295223E-14
  .120000E+01  .307949E-12  .543649E-13  .393976E-14
  .125000E+01  .406180E-12  .717109E-13  .519803E-14
  .130000E+01  .530121E-12  .935990E-13  .678635E-14
  .135000E+01  .685152E-12  .120980E-12  .877401E-14
  .140000E+01  .877513E-12  .154958E-12  .112416E-13
  .145000E+01  .111441E-11  .196807E-12  .142821E-13
  .150000E+01  .140413E-11  .247993E-12  .180028E-13
  .155000E+01  .175613E-11  .310192E-12  .225263E-13
  .160000E+01  .218121E-11  .385313E-12  .279924E-13
  .165000E+01  .269158E-11  .475521E-12  .345602E-13
  .170000E+01  .330108E-11  .583266E-12  .424094E-13
  .175000E+01  .402526E-11  .711304E-12  .517428E-13
  .180000E+01  .488158E-11  .862732E-12  .627883E-13
  .185000E+01  .588957E-11  .104101E-11  .758012E-13
  .190000E+01  .707103E-11  .125002E-11  .910668E-13
  .195000E+01  .845017E-11  .149404E-11  .108903E-12
  .200000E+01  .100539E-10  .177786E-11  .129663E-12
  .205000E+01  .119119E-10  .210676E-11  .153737E-12
  .210000E+01  .140571E-10  .248658E-11  .181559E-12
  .215000E+01  .165256E-10  .292374E-11  .213607E-12
  .220000E+01  .193571E-10  .342533E-11  .250405E-12
  .225000E+01  .225952E-10  .399910E-11  .292532E-12
  .230000E+01  .262876E-10  .465356E-11  .340621E-12
  .235000E+01  .304864E-10  .539799E-11  .395365E-12
  .240000E+01  .352485E-10  .624253E-11  .457523E-12
  .245000E+01  .406357E-10  .719823E-11  .527922E-12
  .250000E+01  .467152E-10  .827710E-11  .607462E-12
  .255000E+01  .535600E-10  .949218E-11  .697124E-12
  .260000E+01  .612491E-10  .108576E-10  .797972E-12
  .265000E+01  .698681E-10  .123887E-10  .911161E-12
  .270000E+01  .795093E-10  .141020E-10  .103794E-11
  .275000E+01  .902724E-10  .160154E-10  .117967E-11
  .280000E+01  .102265E-09  .181482E-10  .133781E-11
  .285000E+01  .115602E-09  .205210E-10  .151393E-11
  .290000E+01  .130409E-09  .231564E-10  .170974E-11
  .295000E+01  .146818E-09  .260781E-10  .192707E-11
  .300000E+01  .164972E-09  .293120E-10  .216789E-11
  .305000E+01  .185026E-09  .328857E-10  .243432E-11
  .310000E+01  .207142E-09  .368287E-10  .272863E-11
  .315000E+01  .231495E-09  .411726E-10  .305326E-11
  .320000E+01  .258275E-09  .459513E-10  .341080E-11
  .325000E+01  .287678E-09  .512009E-10  .380406E-11
  .330000E+01  .319920E-09  .569598E-10  .423601E-11
  .335000E+01  .355226E-09  .632692E-10  .470984E-11
  .340000E+01  .393837E-09  .701727E-10  .522893E-11
  .345000E+01  .436010E-09  .777169E-10  .579690E-11
  .350000E+01  .482017E-09  .859513E-10  .641760E-11
  .355000E+01  .532148E-09  .949283E-10  .709512E-11
  .360000E+01  .586708E-09  .104704E-09  .783380E-11
  .365000E+01  .646022E-09  .115337E-09  .863827E-11
  .370000E+01  .710435E-09  .126891E-09  .951341E-11
  .375000E+01  .780311E-09  .139432E-09  .104644E-10
  .380000E+01  .856033E-09  .153030E-09  .114968E-10
  .385000E+01  .938010E-09  .167761E-09  .126163E-10
  .390000E+01  .102667E-08  .183701E-09  .138291E-10
  .395000E+01  .112247E-08  .200936E-09  .151418E-10
  .400000E+01  .122588E-08  .219552E-09  .165611E-10
  .405000E+01  .133740E-08  .239643E-09  .180943E-10
  .410000E+01  .145758E-08  .261306E-09  .197491E-10
  .415000E+01  .158697E-08  .284644E-09  .215334E-10
  .420000E+01  .172614E-08  .309765E-09  .234559E-10
  .425000E+01  .187573E-08  .336785E-09  .255253E-10
  .430000E+01  .203639E-08  .365823E-09  .277512E-10
  .435000E+01  .220878E-08  .397006E-09  .301433E-10
  .440000E+01  .239363E-08  .430467E-09  .327121E-10
  .445000E+01  .259170E-08  .466345E-09  .354684E-10
  .450000E+01  .280376E-08  .504787E-09  .384238E-10
  .455000E+01  .303064E-08  .545947E-09  .415902E-10
  .460000E+01  .327321E-08  .589987E-09  .449802E-10
  .465000E+01  .353237E-08  .637076E-09  .486071E-10
  .470000E+01  .380907E-08  .687392E-09  .524848E-10
  .475000E+01  .410430E-08  .741120E-09  .566276E-10
  .480000E+01  .441910E-08  .798456E-09  .610508E-10
  .485000E+01  .475454E-08  .859603E-09  .657704E-10
  .490000E+01  .511177E-08  .924775E-09  .708028E-10
  .495000E+01  .549196E-08  .994195E-09  .761656E-10
  .500000E+01  .589635E-08  .106810E-08  .818767E-10
  .505000E+01  .632622E-08  .114672E-08  .879554E-10
  .510000E+01  .678291E-08  .123033E-08  .944212E-10
  .515000E+01  .726783E-08  .131918E-08  .101295E-09
  .520000E+01  .778242E-08  .141355E-08  .108598E-09
  .525000E+01  .832822E-08  .151374E-08  .116353E-09
  .530000E+01  .890680E-08  .162004E-08  .124584E-09
  .535000E+01  .951980E-08  .173277E-08  .133314E-09
  .540000E+01  .101689E-07  .185226E-08  .142570E-09
  .545000E+01  .108560E-07  .197885E-08  .152377E-09
  .550000E+01  .115828E-07  .211290E-08  .162764E-09
  .555000E+01  .123513E-07  .225478E-08  .173758E-09
  .560000E+01  .131635E-07  .240487E-08  .185390E-09
  .565000E+01  .140215E-07  .256359E-08  .197691E-09
  .570000E+01  .149274E-07  .273133E-08  .210693E-09
  .575000E+01  .158835E-07  .290855E-08  .224429E-09
  .580000E+01  .168920E-07  .309569E-08  .238935E-09
  .585000E+01  .179554E-07  .329323E-08  .254245E-09
