  .000000E+00  .000000E+00  .000000E+00  .000000E+00
  .500000E-01  .137966E-20 -.111840E-20 -.798135E-21
  .100000E+00  .178982E-19 -.145064E-19 -.103562E-19
  .150000E+00  .118128E-18 -.957228E-19 -.683681E-19
  .200000E+00  .534332E-18 -.432886E-18 -.309348E-18
  .250000E+00  .187872E-17 -.152163E-17 -.108808E-17
  .300000E+00  .550822E-17 -.445989E-17 -.319152E-17
  .350000E+00  .140776E-16 -.113944E-16 -.816080E-17
  .400000E+00  .323198E-16 -.261496E-16 -.187464E-16
  .450000E+00  .680900E-16 -.550679E-16 -.395191E-16
  .500000E+00  .133711E-15 -.108090E-15 -.776597E-16
  .550000E+00  .247655E-15 -.200100E-15 -.143948E-15
  .600000E+00  .436589E-15 -.352562E-15 -.253972E-15
  .650000E+00  .737830E-15 -.595472E-15 -.429584E-15
  .700000E+00  .120223E-14 -.969638E-15 -.700615E-15
  .750000E+00  .189751E-14 -.152933E-14 -.110687E-14
  .800000E+00  .291211E-14 -.234528E-14 -.170044E-14
  .850000E+00  .435955E-14 -.350808E-14 -.254832E-14
  .900000E+00  .638330E-14 -.513202E-14 -.373537E-14
  .950000E+00  .916227E-14 -.735927E-14 -.536763E-14
  .100000E+01  .129169E-13 -.103645E-13 -.757606E-14
  .105000E+01  .179156E-13 -.143601E-13 -.105206E-13
  .110000E+01  .244825E-13 -.196014E-13 -.143949E-13
  .115000E+01  .330048E-13 -.263933E-13 -.194310E-13
  .120000E+01  .439418E-13 -.350960E-13 -.259050E-13
  .125000E+01  .578337E-13 -.461325E-13 -.341432E-13
  .130000E+01  .753119E-13 -.599958E-13 -.445282E-13
  .135000E+01  .971094E-13 -.772566E-13 -.575064E-13
  .140000E+01  .124072E-12 -.985722E-13 -.735948E-13
  .145000E+01  .157172E-12 -.124695E-12 -.933900E-13
  .150000E+01  .197516E-12 -.156480E-12 -.117576E-12
  .155000E+01  .246365E-12 -.194899E-12 -.146934E-12
  .160000E+01  .305145E-12 -.241046E-12 -.182351E-12
  .165000E+01  .375462E-12 -.296150E-12 -.224833E-12
  .170000E+01  .459116E-12 -.361584E-12 -.275513E-12
  .175000E+01  .558124E-12 -.438878E-12 -.335662E-12
  .180000E+01  .674729E-12 -.529730E-12 -.406704E-12
  .185000E+01  .811423E-12 -.636017E-12 -.490229E-12
  .190000E+01  .970965E-12 -.759808E-12 -.588002E-12
  .195000E+01  .115640E-11 -.903375E-12 -.701984E-12
  .200000E+01  .137107E-11 -.106921E-11 -.834340E-12
  .205000E+01  .161867E-11 -.126002E-11 -.987463E-12
  .210000E+01  .190320E-11 -.147879E-11 -.116398E-11
  .215000E+01  .222906E-11 -.172872E-11 -.136679E-11
  .220000E+01  .260103E-11 -.201332E-11 -.159905E-11
  .225000E+01  .302432E-11 -.233636E-11 -.186423E-11
  .230000E+01  .350455E-11 -.270192E-11 -.216611E-11
  .235000E+01  .404783E-11 -.311441E-11 -.250881E-11
  .240000E+01  .466072E-11 -.357856E-11 -.289682E-11
  .245000E+01  .535034E-11 -.409945E-11 -.333500E-11
  .250000E+01  .612429E-11 -.468253E-11 -.382865E-11
  .255000E+01  .699079E-11 -.533363E-11 -.438347E-11
  .260000E+01  .795860E-11 -.605900E-11 -.500563E-11
  .265000E+01  .903711E-11 -.686527E-11 -.570181E-11
  .270000E+01  .102364E-10 -.775952E-11 -.647917E-11
  .275000E+01  .115671E-10 -.874930E-11 -.734544E-11
  .280000E+01  .130406E-10 -.984259E-11 -.830890E-11
  .285000E+01  .146691E-10 -.110479E-10 -.937843E-11
  .290000E+01  .164655E-10 -.123741E-10 -.105636E-10
  .295000E+01  .184433E-10 -.138309E-10 -.118745E-10
  .300000E+01  .206171E-10 -.154281E-10 -.133221E-10
  .305000E+01  .230021E-10 -.171765E-10 -.149180E-10
  .310000E+01  .256144E-10 -.190870E-10 -.166745E-10
  .315000E+01  .284712E-10 -.211716E-10 -.186050E-10
