  .000000E+00  .000000E+00  .000000E+00  .000000E+00
  .500000E-01  .990680E-22 -.245786E-19  .421809E-21
  .100000E+00  .128751E-20 -.318931E-18  .547278E-20
  .150000E+00  .851594E-20 -.210554E-17  .361259E-19
  .200000E+00  .386199E-19 -.952730E-17  .163441E-18
  .250000E+00  .136198E-18 -.335115E-16  .574790E-18
  .300000E+00  .400702E-18 -.982972E-16  .168567E-17
  .350000E+00  .102811E-17 -.251354E-15  .430947E-17
  .400000E+00  .237069E-17 -.577403E-15  .989723E-17
  .450000E+00  .501861E-17 -.121724E-14  .208592E-16
  .500000E+00  .990730E-17 -.239206E-14  .409799E-16
  .550000E+00  .184549E-16 -.443393E-14  .759371E-16
  .600000E+00  .327341E-16 -.782311E-14  .133937E-15
  .650000E+00  .556841E-16 -.132329E-13  .226477E-15
  .700000E+00  .913665E-16 -.215825E-13  .369240E-15
  .750000E+00  .145273E-15 -.340989E-13  .583143E-15
  .800000E+00  .224689E-15 -.523881E-13  .895538E-15
  .850000E+00  .339121E-15 -.785160E-13  .134158E-14
  .900000E+00  .500798E-15 -.115101E-12  .196578E-14
  .950000E+00  .725246E-15 -.165417E-12  .282371E-14
  .100000E+01  .103196E-14 -.233507E-12  .398398E-14
  .105000E+01  .144516E-14 -.324316E-12  .553031E-14
  .110000E+01  .199467E-14 -.443825E-12  .756389E-14
  .115000E+01  .271690E-14 -.599213E-12  .102060E-13
  .120000E+01  .365597E-14 -.799019E-12  .136006E-13
  .125000E+01  .486498E-14 -.105334E-11  .179177E-13
  .130000E+01  .640743E-14 -.137400E-11  .233563E-13
  .135000E+01  .835878E-14 -.177482E-11  .301480E-13
  .140000E+01  .108083E-13 -.227180E-11  .385609E-13
  .145000E+01  .138609E-13 -.288340E-11  .489034E-13
  .150000E+01  .176394E-13 -.363079E-11  .615287E-13
  .155000E+01  .222872E-13 -.453816E-11  .768393E-13
  .160000E+01  .279705E-13 -.563303E-11  .952917E-13
  .165000E+01  .348814E-13 -.694656E-11  .117402E-12
  .170000E+01  .432415E-13 -.851389E-11  .143750E-12
  .175000E+01  .533049E-13 -.103746E-10  .174988E-12
  .180000E+01  .653624E-13 -.125729E-10  .211842E-12
  .185000E+01  .797460E-13 -.151584E-10  .255123E-12
  .190000E+01  .968328E-13 -.181861E-10  .305729E-12
  .195000E+01  .117051E-12 -.217173E-10  .364656E-12
  .200000E+01  .140885E-12 -.258198E-10  .433003E-12
  .205000E+01  .168880E-12 -.305685E-10  .511979E-12
  .210000E+01  .201652E-12 -.360460E-10  .602914E-12
  .215000E+01  .239891E-12 -.423431E-10  .707263E-12
  .220000E+01  .284372E-12 -.495594E-10  .826617E-12
  .225000E+01  .335959E-12 -.578041E-10  .962712E-12
  .230000E+01  .395619E-12 -.671966E-10  .111744E-11
  .235000E+01  .464428E-12 -.778668E-10  .129285E-11
  .240000E+01  .543582E-12 -.899564E-10  .149117E-11
  .245000E+01  .634409E-12 -.103620E-09  .171481E-11
  .250000E+01  .738380E-12 -.119023E-09  .196637E-11
  .255000E+01  .857123E-12 -.136349E-09  .224866E-11
  .260000E+01  .992435E-12 -.155792E-09  .256472E-11
  .265000E+01  .114630E-11 -.177565E-09  .291778E-11
  .270000E+01  .132089E-11 -.201895E-09  .331135E-11
  .275000E+01  .151862E-11 -.229029E-09  .374916E-11
  .280000E+01  .174210E-11 -.259232E-09  .423524E-11
  .285000E+01  .199423E-11 -.292788E-09  .477385E-11
  .290000E+01  .227816E-11 -.330002E-09  .536959E-11
  .295000E+01  .259733E-11 -.371202E-09  .602733E-11
  .300000E+01  .295552E-11 -.416738E-09  .675228E-11
  .305000E+01  .335681E-11 -.466987E-09  .754995E-11
  .310000E+01  .380567E-11 -.522348E-09  .842624E-11
  .315000E+01  .430694E-11 -.583249E-09  .938738E-11
  .320000E+01  .486590E-11 -.650148E-09  .104400E-10
  .325000E+01  .548823E-11 -.723530E-09  .115911E-10
  .330000E+01  .618012E-11 -.803914E-09  .128480E-10
  .335000E+01  .694825E-11 -.891851E-09  .142187E-10
  .340000E+01  .779982E-11 -.987926E-09  .157115E-10
  .345000E+01  .874262E-11 -.109276E-08  .173350E-10
  .350000E+01  .978504E-11 -.120701E-08  .190985E-10
  .355000E+01  .109361E-10 -.133139E-08  .210116E-10
  .360000E+01  .122055E-10 -.146662E-08  .230847E-10
  .365000E+01  .136037E-10 -.161350E-08  .253285E-10
  .370000E+01  .151419E-10 -.177285E-08  .277544E-10
  .375000E+01  .168320E-10 -.194556E-08  .303741E-10
  .380000E+01  .186869E-10 -.213254E-08  .332001E-10
  .385000E+01  .207203E-10 -.233478E-08  .362456E-10
  .390000E+01  .229469E-10 -.255331E-08  .395243E-10
  .395000E+01  .253824E-10 -.278923E-08  .430506E-10
  .400000E+01  .280434E-10 -.304367E-08  .468395E-10
  .405000E+01  .309477E-10 -.331784E-08  .509067E-10
  .410000E+01  .341143E-10 -.361302E-08  .552688E-10
  .415000E+01  .375632E-10 -.393055E-08  .599430E-10
  .420000E+01  .413159E-10 -.427183E-08  .649473E-10
  .425000E+01  .453950E-10 -.463835E-08  .703005E-10
  .430000E+01  .498247E-10 -.503164E-08  .760223E-10
  .435000E+01  .546303E-10 -.545336E-08  .821330E-10
  .440000E+01  .598389E-10 -.590520E-08  .886541E-10
  .445000E+01  .654791E-10 -.638896E-08  .956078E-10
  .450000E+01  .715811E-10 -.690652E-08  .103017E-09
  .455000E+01  .781768E-10 -.745985E-08  .110907E-09
  .460000E+01  .852999E-10 -.805102E-08  .119301E-09
  .465000E+01  .929860E-10 -.868219E-08  .128227E-09
  .470000E+01  .101273E-09 -.935561E-08  .137711E-09
  .475000E+01  .110199E-09 -.100736E-07  .147782E-09
  .480000E+01  .119807E-09 -.108388E-07  .158470E-09
  .485000E+01  .130141E-09 -.116536E-07  .169804E-09
  .490000E+01  .141246E-09 -.125208E-07  .181817E-09
  .495000E+01  .153171E-09 -.134431E-07  .194541E-09
  .500000E+01  .165967E-09 -.144236E-07  .208012E-09
  .505000E+01  .179688E-09 -.154654E-07  .222264E-09
  .510000E+01  .194389E-09 -.165715E-07  .237335E-09
  .515000E+01  .210130E-09 -.177453E-07  .253262E-09
  .520000E+01  .226971E-09 -.189904E-07  .270086E-09
