  .000000E+00  .000000E+00  .000000E+00  .000000E+00
  .500000E-01  .351145E-23 -.873031E-21  .149731E-22
  .100000E+00  .456848E-22 -.113407E-19  .194479E-21
  .150000E+00  .302537E-21 -.749598E-19  .128531E-20
  .200000E+00  .137381E-20 -.339631E-18  .582266E-20
  .250000E+00  .485173E-20 -.119631E-17  .205061E-19
  .300000E+00  .142951E-19 -.351425E-17  .602268E-19
  .350000E+00  .367341E-19 -.900003E-17  .154208E-18
  .400000E+00  .848374E-19 -.207073E-16  .354718E-18
  .450000E+00  .179883E-18 -.437242E-16  .748807E-18
  .500000E+00  .355687E-18 -.860656E-16  .147352E-17
  .550000E+00  .663646E-18 -.159797E-15  .273503E-17
  .600000E+00  .117908E-17 -.282415E-15  .483214E-17
  .650000E+00  .200908E-17 -.478519E-15  .818463E-17
  .700000E+00  .330203E-17 -.781786E-15  .133668E-16
  .750000E+00  .525905E-17 -.123729E-14  .211466E-16
  .800000E+00  .814769E-17 -.190421E-14  .325312E-16
  .850000E+00  .123180E-16 -.285886E-14  .488189E-16
  .900000E+00  .182214E-16 -.419827E-14  .716579E-16
  .950000E+00  .264324E-16 -.604407E-14  .103113E-15
  .100000E+01  .376745E-16 -.854698E-14  .145738E-15
  .105000E+01  .528486E-16 -.118917E-13  .202661E-15
  .110000E+01  .730668E-16 -.163025E-13  .277673E-15
  .115000E+01  .996906E-16 -.220491E-13  .375330E-15
  .120000E+01  .134374E-15 -.294534E-13  .501060E-15
  .125000E+01  .179111E-15 -.388969E-13  .661284E-15
  .130000E+01  .236294E-15 -.508285E-13  .863545E-15
  .135000E+01  .308772E-15 -.657731E-13  .111665E-14
  .140000E+01  .399922E-15 -.843409E-13  .143082E-14
  .145000E+01  .513726E-15 -.107238E-12  .181784E-14
  .150000E+01  .654857E-15 -.135276E-12  .229127E-14
  .155000E+01  .828774E-15 -.169386E-12  .286658E-14
  .160000E+01  .104183E-14 -.210629E-12  .356140E-14
  .165000E+01  .130138E-14 -.260211E-12  .439569E-14
  .170000E+01  .161593E-14 -.319495E-12  .539197E-14
  .175000E+01  .199526E-14 -.390021E-12  .657560E-14
  .180000E+01  .245057E-14 -.473516E-12  .797498E-14
  .185000E+01  .299470E-14 -.571918E-12  .962182E-14
  .190000E+01  .364225E-14 -.687391E-12  .115515E-13
  .195000E+01  .440984E-14 -.822345E-12  .138031E-13
  .200000E+01  .531631E-14 -.979455E-12  .164203E-13
  .205000E+01  .638295E-14 -.116169E-11  .194508E-13
  .210000E+01  .763380E-14 -.137233E-11  .229477E-13
  .215000E+01  .909590E-14 -.161499E-11  .269689E-13
  .220000E+01  .107996E-13 -.189365E-11  .315782E-13
  .225000E+01  .127790E-13 -.221268E-11  .368452E-13
  .230000E+01  .150721E-13 -.257687E-11  .428461E-13
  .235000E+01  .177215E-13 -.299147E-11  .496638E-13
  .240000E+01  .207745E-13 -.346220E-11  .573884E-13
  .245000E+01  .242839E-13 -.399530E-11  .661181E-13
  .250000E+01  .283080E-13 -.459756E-11  .759589E-13
  .255000E+01  .329117E-13 -.527636E-11  .870257E-13
  .260000E+01  .381668E-13 -.603972E-11  .994428E-13
  .265000E+01  .441526E-13 -.689630E-11  .113344E-12
  .270000E+01  .509565E-13 -.785549E-11  .128874E-12
  .275000E+01  .586749E-13 -.892745E-11  .146187E-12
  .280000E+01  .674136E-13 -.101231E-10  .165450E-12
  .285000E+01  .772891E-13 -.114542E-10  .186842E-12
  .290000E+01  .884289E-13 -.129336E-10  .210555E-12
  .295000E+01  .100973E-12 -.145748E-10  .236792E-12
  .300000E+01  .115073E-12 -.163924E-10  .265774E-12
  .305000E+01  .130897E-12 -.184023E-10  .297734E-12
  .310000E+01  .148627E-12 -.206213E-10  .332920E-12
  .315000E+01  .168460E-12 -.230675E-10  .371599E-12
  .320000E+01  .190612E-12 -.257600E-10  .414051E-12
  .325000E+01  .215318E-12 -.287197E-10  .460578E-12
  .330000E+01  .242830E-12 -.319684E-10  .511498E-12
  .335000E+01  .273425E-12 -.355297E-10  .567149E-12
  .340000E+01  .307401E-12 -.394286E-10  .627888E-12
  .345000E+01  .345080E-12 -.436918E-10  .694095E-12
  .350000E+01  .386809E-12 -.483476E-10  .766171E-12
  .355000E+01  .432966E-12 -.534263E-10  .844540E-12
  .360000E+01  .483953E-12 -.589597E-10  .929651E-12
  .365000E+01  .540208E-12 -.649821E-10  .102198E-11
  .370000E+01  .602199E-12 -.715293E-10  .112201E-11
  .375000E+01  .670429E-12 -.786398E-10  .123029E-11
  .380000E+01  .745438E-12 -.863539E-10  .134736E-11
  .385000E+01  .827806E-12 -.947147E-10  .147380E-11
  .390000E+01  .918153E-12 -.103768E-09  .161023E-11
  .395000E+01  .101714E-11 -.113560E-09  .175729E-11
  .400000E+01  .112548E-11 -.124144E-09  .191567E-11
  .405000E+01  .124394E-11 -.135571E-09  .208606E-11
  .410000E+01  .137331E-11 -.147900E-09  .226922E-11
  .415000E+01  .151446E-11 -.161189E-09  .246593E-11
  .420000E+01  .166831E-11 -.175501E-09  .267701E-11
  .425000E+01  .183583E-11 -.190903E-09  .290332E-11
  .430000E+01  .201806E-11 -.207464E-09  .314576E-11
  .435000E+01  .221611E-11 -.225258E-09  .340527E-11
  .440000E+01  .243115E-11 -.244362E-09  .368284E-11
  .445000E+01  .266442E-11 -.264857E-09  .397950E-11
  .450000E+01  .291724E-11 -.286828E-09  .429632E-11
  .455000E+01  .319100E-11 -.310366E-09  .463443E-11
  .460000E+01  .348717E-11 -.335565E-09  .499501E-11
  .465000E+01  .380734E-11 -.362523E-09  .537928E-11
  .470000E+01  .415314E-11 -.391344E-09  .578853E-11
  .475000E+01  .452632E-11 -.422136E-09  .622409E-11
  .480000E+01  .492873E-11 -.455015E-09  .668736E-11
  .485000E+01  .536231E-11 -.490099E-09  .717978E-11
  .490000E+01  .582912E-11 -.527514E-09  .770288E-11
  .495000E+01  .633133E-11 -.567391E-09  .825823E-11
  .500000E+01  .687121E-11 -.609866E-09  .884748E-11
  .505000E+01  .745116E-11 -.655083E-09  .947233E-11
  .510000E+01  .807372E-11 -.703193E-09  .101346E-10
  .515000E+01  .874154E-11 -.754351E-09  .108361E-10
  .520000E+01  .945742E-11 -.808722E-09  .115787E-10
  .525000E+01  .102243E-10 -.866477E-09  .123645E-10
  .530000E+01  .110452E-10 -.927795E-09  .131956E-10
  .535000E+01  .119235E-10 -.992863E-09  .140741E-10
  .540000E+01  .128625E-10 -.106187E-08  .150023E-10
  .545000E+01  .138658E-10 -.113503E-08  .159825E-10
  .550000E+01  .149370E-10 -.121255E-08  .170171E-10
  .555000E+01  .160802E-10 -.129465E-08  .181087E-10
  .560000E+01  .172994E-10 -.138155E-08  .192598E-10
  .565000E+01  .185988E-10 -.147351E-08  .204732E-10
  .570000E+01  .199831E-10 -.157076E-08  .217517E-10
  .575000E+01  .214568E-10 -.167358E-08  .230981E-10
  .580000E+01  .230248E-10 -.178222E-08  .245155E-10
  .585000E+01  .246924E-10 -.189697E-08  .260070E-10
  .590000E+01  .264647E-10 -.201813E-08  .275758E-10
  .595000E+01  .283474E-10 -.214600E-08  .292253E-10
  .600000E+01  .303462E-10 -.228089E-08  .309589E-10
  .605000E+01  .324674E-10 -.242313E-08  .327802E-10
  .610000E+01  .347171E-10 -.257307E-08  .346929E-10
  .615000E+01  .371020E-10 -.273106E-08  .367008E-10
  .620000E+01  .396289E-10 -.289747E-08  .388079E-10
  .625000E+01  .423049E-10 -.307268E-08  .410182E-10
  .630000E+01  .451376E-10 -.325709E-08  .433359E-10
  .635000E+01  .481347E-10 -.345111E-08  .457654E-10
  .640000E+01  .513041E-10 -.365517E-08  .483111E-10
  .645000E+01  .546543E-10 -.386972E-08  .509777E-10
  .650000E+01  .581941E-10 -.409520E-08  .537699E-10
  .655000E+01  .619324E-10 -.433211E-08  .566926E-10
  .660000E+01  .658787E-10 -.458093E-08  .597508E-10
  .665000E+01  .700428E-10 -.484217E-08  .629498E-10
  .670000E+01  .744348E-10 -.511636E-08  .662948E-10
  .675000E+01  .790653E-10 -.540407E-08  .697914E-10
  .680000E+01  .839452E-10 -.570584E-08  .734452E-10
  .685000E+01  .890860E-10 -.602227E-08  .772620E-10
  .690000E+01  .944994E-10 -.635397E-08  .812477E-10
  .695000E+01  .100198E-09 -.670157E-08  .854085E-10
  .700000E+01  .106193E-09 -.706572E-08  .897506E-10
  .705000E+01  .112500E-09 -.744710E-08  .942805E-10
  .710000E+01  .119131E-09 -.784639E-08  .990048E-10
  .715000E+01  .126100E-09 -.826433E-08  .103930E-09
  .720000E+01  .133422E-09 -.870165E-08  .109064E-09
  .725000E+01  .141113E-09 -.915912E-08  .114413E-09
  .730000E+01  .149188E-09 -.963754E-08  .119984E-09
  .735000E+01  .157663E-09 -.101377E-07  .125785E-09
  .740000E+01  .166554E-09 -.106605E-07  .131825E-09
  .745000E+01  .175880E-09 -.112068E-07  .138109E-09
  .750000E+01  .185659E-09 -.117775E-07  .144648E-09
  .755000E+01  .195908E-09 -.123735E-07  .151448E-09
