  .220000E+01  .994721E-13 -.769726E-13 -.610807E-13
  .225000E+01  .115878E-12 -.894962E-13 -.713399E-13
  .230000E+01  .134533E-12 -.103701E-12 -.830435E-13
  .235000E+01  .155683E-12 -.119766E-12 -.963576E-13
  .240000E+01  .179597E-12 -.137885E-12 -.111464E-12
  .245000E+01  .206564E-12 -.158266E-12 -.128559E-12
  .250000E+01  .236897E-12 -.181134E-12 -.147859E-12
  .255000E+01  .270933E-12 -.206730E-12 -.169596E-12
  .260000E+01  .309034E-12 -.235312E-12 -.194023E-12
  .265000E+01  .351589E-12 -.267156E-12 -.221413E-12
  .270000E+01  .399016E-12 -.302560E-12 -.252062E-12
  .275000E+01  .451761E-12 -.341838E-12 -.286288E-12
  .280000E+01  .510301E-12 -.385328E-12 -.324434E-12
  .285000E+01  .575145E-12 -.433387E-12 -.366869E-12
  .290000E+01  .646837E-12 -.486397E-12 -.413990E-12
  .295000E+01  .725955E-12 -.544762E-12 -.466222E-12
  .300000E+01  .813112E-12 -.608910E-12 -.524021E-12
  .305000E+01  .908960E-12 -.679297E-12 -.587876E-12
  .310000E+01  .101419E-11 -.756403E-12 -.658308E-12
  .315000E+01  .112954E-11 -.840736E-12 -.735876E-12
  .320000E+01  .125577E-11 -.932832E-12 -.821176E-12
  .325000E+01  .139371E-11 -.103326E-11 -.914841E-12
  .330000E+01  .154422E-11 -.114261E-11 -.101755E-11
  .335000E+01  .170821E-11 -.126152E-11 -.113002E-11
  .340000E+01  .188663E-11 -.139064E-11 -.125302E-11
  .345000E+01  .208050E-11 -.153067E-11 -.138736E-11
  .350000E+01  .229086E-11 -.168235E-11 -.153390E-11
  .355000E+01  .251884E-11 -.184643E-11 -.169356E-11
  .360000E+01  .276559E-11 -.202372E-11 -.186731E-11
  .365000E+01  .303234E-11 -.221506E-11 -.205616E-11
  .370000E+01  .332036E-11 -.242134E-11 -.226122E-11
  .375000E+01  .363100E-11 -.264348E-11 -.248361E-11
  .380000E+01  .396563E-11 -.288245E-11 -.272456E-11
  .385000E+01  .432574E-11 -.313925E-11 -.298535E-11
  .390000E+01  .471282E-11 -.341496E-11 -.326731E-11
  .395000E+01  .512847E-11 -.371067E-11 -.357187E-11
  .400000E+01  .557435E-11 -.402753E-11 -.390053E-11
  .405000E+01  .605215E-11 -.436676E-11 -.425487E-11
  .410000E+01  .656368E-11 -.472960E-11 -.463652E-11
  .415000E+01  .711079E-11 -.511737E-11 -.504725E-11
  .420000E+01  .769540E-11 -.553143E-11 -.548888E-11
  .425000E+01  .831951E-11 -.597322E-11 -.596332E-11
  .430000E+01  .898519E-11 -.644420E-11 -.647261E-11
  .435000E+01  .969460E-11 -.694594E-11 -.701885E-11
  .440000E+01  .104499E-10 -.748004E-11 -.760428E-11
  .445000E+01  .112535E-10 -.804818E-11 -.823122E-11
  .450000E+01  .121077E-10 -.865211E-11 -.890212E-11
  .455000E+01  .130149E-10 -.929365E-11 -.961953E-11
  .460000E+01  .139778E-10 -.997469E-11 -.103861E-10
  .465000E+01  .149988E-10 -.106972E-10 -.112047E-10
  .470000E+01  .160807E-10 -.114633E-10 -.120783E-10
  .475000E+01  .172263E-10 -.122750E-10 -.130098E-10
  .480000E+01  .184384E-10 -.131345E-10 -.140026E-10
  .485000E+01  .197199E-10 -.140443E-10 -.150600E-10
  .490000E+01  .210738E-10 -.150067E-10 -.161854E-10
  .495000E+01  .225033E-10 -.160241E-10 -.173825E-10
  .500000E+01  .240116E-10 -.170992E-10 -.186552E-10
  .505000E+01  .256019E-10 -.182346E-10 -.200075E-10
  .510000E+01  .272775E-10 -.194332E-10 -.214434E-10
  .515000E+01  .290419E-10 -.206979E-10 -.229673E-10
  .520000E+01  .308987E-10 -.220316E-10 -.245838E-10
  .525000E+01  .328515E-10 -.234374E-10 -.262974E-10
  .530000E+01  .349040E-10 -.249186E-10 -.281131E-10
  .535000E+01  .370599E-10 -.264785E-10 -.300360E-10
  .540000E+01  .393233E-10 -.281205E-10 -.320712E-10
  .545000E+01  .416982E-10 -.298482E-10 -.342242E-10
  .550000E+01  .441885E-10 -.316653E-10 -.365007E-10
  .555000E+01  .467987E-10 -.335756E-10 -.389066E-10
  .560000E+01  .495329E-10 -.355829E-10 -.414479E-10
  .565000E+01  .523957E-10 -.376914E-10 -.441308E-10
  .570000E+01  .553916E-10 -.399051E-10 -.469618E-10
  .575000E+01  .585252E-10 -.422284E-10 -.499477E-10
  .580000E+01  .618013E-10 -.446655E-10 -.530953E-10
  .585000E+01  .652249E-10 -.472212E-10 -.564117E-10
  .590000E+01  .688010E-10 -.498998E-10 -.599042E-10
  .595000E+01  .725347E-10 -.527063E-10 -.635805E-10
  .600000E+01  .764313E-10 -.556455E-10 -.674481E-10
  .605000E+01  .804963E-10 -.587224E-10 -.715152E-10
  .610000E+01  .847353E-10 -.619421E-10 -.757899E-10
  .615000E+01  .891540E-10 -.653098E-10 -.802807E-10
  .620000E+01  .937582E-10 -.688309E-10 -.849962E-10
  .625000E+01  .985540E-10 -.725110E-10 -.899453E-10
  .630000E+01  .103548E-09 -.763555E-10 -.951372E-10
  .635000E+01  .108745E-09 -.803703E-10 -.100581E-09
  .640000E+01  .114154E-09 -.845611E-10 -.106287E-09
  .645000E+01  .119780E-09 -.889340E-10 -.112264E-09
  .650000E+01  .125630E-09 -.934949E-10 -.118522E-09
  .655000E+01  .131711E-09 -.982502E-10 -.125072E-09
  .660000E+01  .138031E-09 -.103206E-09 -.131924E-09
  .665000E+01  .144598E-09 -.108369E-09 -.139089E-09
  .670000E+01  .151418E-09 -.113745E-09 -.146578E-09
  .675000E+01  .158500E-09 -.119341E-09 -.154401E-09
  .680000E+01  .165853E-09 -.125164E-09 -.162570E-09
  .685000E+01  .173484E-09 -.131220E-09 -.171097E-09
  .690000E+01  .181403E-09 -.137516E-09 -.179993E-09
  .695000E+01  .189618E-09 -.144059E-09 -.189270E-09
  .700000E+01  .198139E-09 -.150856E-09 -.198939E-09
  .705000E+01  .206975E-09 -.157913E-09 -.209014E-09
  .710000E+01  .216137E-09 -.165238E-09 -.219505E-09
  .715000E+01  .225634E-09 -.172838E-09 -.230427E-09
  .720000E+01  .235478E-09 -.180720E-09 -.241791E-09
  .725000E+01  .245679E-09 -.188890E-09 -.253611E-09
  .730000E+01  .256249E-09 -.197356E-09 -.265898E-09
  .735000E+01  .267199E-09 -.206125E-09 -.278667E-09
  .740000E+01  .278542E-09 -.215202E-09 -.291930E-09
  .745000E+01  .290291E-09 -.224596E-09 -.305700E-09
  .750000E+01  .302458E-09 -.234313E-09 -.319991E-09
  .755000E+01  .315057E-09 -.244359E-09 -.334817E-09
  .760000E+01  .328102E-09 -.254742E-09 -.350190E-09
  .765000E+01  .341607E-09 -.265467E-09 -.366125E-09
  .770000E+01  .355588E-09 -.276541E-09 -.382634E-09
  .775000E+01  .370060E-09 -.287970E-09 -.399733E-09
  .780000E+01  .385040E-09 -.299760E-09 -.417434E-09
  .785000E+01  .400543E-09 -.311917E-09 -.435751E-09
  .790000E+01  .416587E-09 -.324446E-09 -.454698E-09
  .795000E+01  .433191E-09 -.337353E-09 -.474289E-09
  .800000E+01  .450373E-09 -.350643E-09 -.494538E-09
  .805000E+01  .468151E-09 -.364321E-09 -.515458E-09
  .810000E+01  .486547E-09 -.378391E-09 -.537063E-09
  .815000E+01  .505580E-09 -.392857E-09 -.559366E-09
  .820000E+01  .525272E-09 -.407724E-09 -.582382E-09
  .825000E+01  .545646E-09 -.422994E-09 -.606123E-09
  .830000E+01  .566724E-09 -.438671E-09 -.630602E-09
  .835000E+01  .588530E-09 -.454757E-09 -.655834E-09
  .840000E+01  .611089E-09 -.471255E-09 -.681831E-09
  .845000E+01  .634426E-09 -.488165E-09 -.708606E-09
  .850000E+01  .658569E-09 -.505490E-09 -.736172E-09
  .855000E+01  .683544E-09 -.523230E-09 -.764541E-09
  .860000E+01  .709380E-09 -.541383E-09 -.793725E-09
  .865000E+01  .736108E-09 -.559951E-09 -.823736E-09
  .870000E+01  .763756E-09 -.578931E-09 -.854586E-09
  .875000E+01  .792358E-09 -.598321E-09 -.886287E-09
  .880000E+01  .821946E-09 -.618119E-09 -.918850E-09
  .885000E+01  .852553E-09 -.638321E-09 -.952285E-09
  .890000E+01  .884215E-09 -.658922E-09 -.986603E-09
  .895000E+01  .916969E-09 -.679917E-09 -.102182E-08
  .900000E+01  .950852E-09 -.701301E-09 -.105793E-08
  .905000E+01  .985902E-09 -.723065E-09 -.109496E-08
  .910000E+01  .102216E-08 -.745203E-09 -.113291E-08
  .915000E+01  .105967E-08 -.767704E-09 -.117179E-08
  .920000E+01  .109847E-08 -.790560E-09 -.121161E-08
  .925000E+01  .113860E-08 -.813759E-09 -.125237E-08
  .930000E+01  .118012E-08 -.837288E-09 -.129409E-08
  .935000E+01  .122307E-08 -.861135E-09 -.133677E-08
  .940000E+01  .126749E-08 -.885284E-09 -.138042E-08
  .945000E+01  .131344E-08 -.909720E-09 -.142505E-08
  .950000E+01  .136097E-08 -.934425E-09 -.147065E-08
  .955000E+01  .141014E-08 -.959380E-09 -.151724E-08
  .960000E+01  .146099E-08 -.984565E-09 -.156481E-08
  .965000E+01  .151359E-08 -.100996E-08 -.161338E-08
  .970000E+01  .156799E-08 -.103554E-08 -.166295E-08
  .975000E+01  .162425E-08 -.106128E-08 -.171351E-08
  .980000E+01  .168243E-08 -.108715E-08 -.176508E-08
  .985000E+01  .174261E-08 -.111313E-08 -.181765E-08
  .990000E+01  .180483E-08 -.113919E-08 -.187123E-08
  .995000E+01  .186918E-08 -.116528E-08 -.192581E-08
  .100000E+02  .193572E-08 -.119139E-08 -.198139E-08
  .100500E+02  .200452E-08 -.121747E-08 -.203798E-08
  .101000E+02  .207565E-08 -.124348E-08 -.209558E-08
  .101500E+02  .214919E-08 -.126939E-08 -.215417E-08
  .102000E+02  .222522E-08 -.129515E-08 -.221376E-08
  .102500E+02  .230382E-08 -.132071E-08 -.227434E-08
  .103000E+02  .238506E-08 -.134603E-08 -.233592E-08
  .103500E+02  .246904E-08 -.137105E-08 -.239847E-08
  .104000E+02  .255583E-08 -.139573E-08 -.246201E-08
  .104500E+02  .264554E-08 -.142001E-08 -.252651E-08
  .105000E+02  .273823E-08 -.144382E-08 -.259199E-08
  .105500E+02  .283402E-08 -.146711E-08 -.265841E-08
  .106000E+02  .293300E-08 -.148981E-08 -.272579E-08
  .106500E+02  .303526E-08 -.151184E-08 -.279410E-08
  .107000E+02  .314090E-08 -.153315E-08 -.286334E-08
  .107500E+02  .325003E-08 -.155364E-08 -.293350E-08
  .108000E+02  .336275E-08 -.157325E-08 -.300457E-08
  .108500E+02  .347917E-08 -.159189E-08 -.307652E-08
  .109000E+02  .359940E-08 -.160947E-08 -.314936E-08
  .109500E+02  .372355E-08 -.162590E-08 -.322307E-08
  .110000E+02  .385174E-08 -.164108E-08 -.329762E-08
  .110500E+02  .398408E-08 -.165491E-08 -.337302E-08
  .111000E+02  .412070E-08 -.166729E-08 -.344923E-08
  .111500E+02  .426173E-08 -.167810E-08 -.352625E-08
  .112000E+02  .440728E-08 -.168724E-08 -.360407E-08
  .112500E+02  .455749E-08 -.169458E-08 -.368265E-08
  .113000E+02  .471249E-08 -.169999E-08 -.376198E-08
  .113500E+02  .487241E-08 -.170334E-08 -.384205E-08
  .114000E+02  .503739E-08 -.170450E-08 -.392284E-08
  .114500E+02  .520758E-08 -.170331E-08 -.400433E-08
  .115000E+02  .538311E-08 -.169964E-08 -.408649E-08
  .115500E+02  .556413E-08 -.169333E-08 -.416932E-08
  .116000E+02  .575080E-08 -.168420E-08 -.425278E-08
  .116500E+02  .594326E-08 -.167210E-08 -.433686E-08
  .117000E+02  .614168E-08 -.165685E-08 -.442153E-08
  .117500E+02  .634621E-08 -.163826E-08 -.450679E-08
  .118000E+02  .655700E-08 -.161614E-08 -.459260E-08
  .118500E+02  .677424E-08 -.159029E-08 -.467894E-08
  .119000E+02  .699808E-08 -.156050E-08 -.476580E-08
  .119500E+02  .722869E-08 -.152656E-08 -.485316E-08
  .120000E+02  .746625E-08 -.148824E-08 -.494100E-08
  .120500E+02  .771095E-08 -.144532E-08 -.502929E-08
  .121000E+02  .796294E-08 -.139755E-08 -.511802E-08
  .121500E+02  .822243E-08 -.134468E-08 -.520717E-08
  .122000E+02  .848959E-08 -.128644E-08 -.529672E-08
  .122500E+02  .876462E-08 -.122258E-08 -.538666E-08
  .123000E+02  .904771E-08 -.115281E-08 -.547697E-08
  .123500E+02  .933905E-08 -.107683E-08 -.556764E-08
  .124000E+02  .963884E-08 -.994355E-09 -.565865E-08
  .124500E+02  .994729E-08 -.905068E-09 -.575000E-08
  .125000E+02  .102646E-07 -.808646E-09 -.584166E-08
  .125500E+02  .105910E-07 -.704757E-09 -.593364E-08
  .126000E+02  .109266E-07 -.593055E-09 -.602592E-08
  .126500E+02  .112717E-07 -.473183E-09 -.611849E-08
  .127000E+02  .116265E-07 -.344771E-09 -.621137E-08
  .127500E+02  .119913E-07 -.207439E-09 -.630453E-08
  .128000E+02  .123662E-07 -.607925E-10 -.639799E-08
  .128500E+02  .127515E-07  .955765E-10 -.649174E-08
  .129000E+02  .131473E-07  .262088E-09 -.658579E-08
  .129500E+02  .135540E-07  .439177E-09 -.668015E-08
  .130000E+02  .139717E-07  .627291E-09 -.677482E-08
  .130500E+02  .144007E-07  .826893E-09 -.686983E-08
  .131000E+02  .148413E-07  .103846E-08 -.696519E-08
  .131500E+02  .152936E-07  .126248E-08 -.706091E-08
  .132000E+02  .157579E-07  .149947E-08 -.715703E-08
  .132500E+02  .162345E-07  .174995E-08 -.725356E-08
  .133000E+02  .167236E-07  .201445E-08 -.735054E-08
  .133500E+02  .172254E-07  .229353E-08 -.744800E-08
  .134000E+02  .177402E-07  .258777E-08 -.754598E-08
  .134500E+02  .182683E-07  .289775E-08 -.764452E-08
  .135000E+02  .188099E-07  .322408E-08 -.774368E-08
  .135500E+02  .193652E-07  .356739E-08 -.784349E-08
  .136000E+02  .199346E-07  .392831E-08 -.794403E-08
  .136500E+02  .205183E-07  .430752E-08 -.804535E-08
  .137000E+02  .211165E-07  .470568E-08 -.814751E-08
  .137500E+02  .217295E-07  .512350E-08 -.825060E-08
  .138000E+02  .223576E-07  .556169E-08 -.835469E-08
  .138500E+02  .230010E-07  .602101E-08 -.845987E-08
  .139000E+02  .236600E-07  .650220E-08 -.856623E-08
  .139500E+02  .243349E-07  .700605E-08 -.867386E-08
  .140000E+02  .250260E-07  .753336E-08 -.878288E-08
  .140500E+02  .257334E-07  .808495E-08 -.889339E-08
  .141000E+02  .264576E-07  .866168E-08 -.900552E-08
  .141500E+02  .271987E-07  .926440E-08 -.911939E-08
  .142000E+02  .279570E-07  .989401E-08 -.923514E-08
  .142500E+02  .287329E-07  .105514E-07 -.935291E-08
  .143000E+02  .295265E-07  .112376E-07 -.947287E-08
  .143500E+02  .303382E-07  .119534E-07 -.959516E-08
  .144000E+02  .311682E-07  .127000E-07 -.971996E-08
  .144500E+02  .320168E-07  .134783E-07 -.984746E-08
  .145000E+02  .328842E-07  .142893E-07 -.997785E-08
  .145500E+02  .337708E-07  .151341E-07 -.101113E-07
  .146000E+02  .346768E-07  .160138E-07 -.102481E-07
  .146500E+02  .356025E-07  .169295E-07 -.103884E-07
  .147000E+02  .365482E-07  .178823E-07 -.105324E-07
  .147500E+02  .375140E-07  .188735E-07 -.106805E-07
  .148000E+02  .385004E-07  .199042E-07 -.108328E-07
  .148500E+02  .395075E-07  .209756E-07 -.109897E-07
  .149000E+02  .405356E-07  .220891E-07 -.111514E-07
  .149500E+02  .415851E-07  .232458E-07 -.113182E-07
  .150000E+02  .426560E-07  .244472E-07 -.114905E-07
  .150500E+02  .437488E-07  .256945E-07 -.116685E-07
  .151000E+02  .448636E-07  .269891E-07 -.118526E-07
  .151500E+02  .460007E-07  .283324E-07 -.120432E-07
  .152000E+02  .471604E-07  .297259E-07 -.122406E-07
  .152500E+02  .483429E-07  .311710E-07 -.124453E-07
  .153000E+02  .495485E-07  .326693E-07 -.126575E-07
  .153500E+02  .507774E-07  .342222E-07 -.128779E-07
  .154000E+02  .520298E-07  .358314E-07 -.131067E-07
  .154500E+02  .533060E-07  .374984E-07 -.133444E-07
  .155000E+02  .546062E-07  .392249E-07 -.135916E-07
  .155500E+02  .559306E-07  .410125E-07 -.138488E-07
  .156000E+02  .572795E-07  .428629E-07 -.141163E-07
  .156500E+02  .586531E-07  .447779E-07 -.143948E-07
  .157000E+02  .600516E-07  .467593E-07 -.146849E-07
  .157500E+02  .614752E-07  .488089E-07 -.149870E-07
  .158000E+02  .629241E-07  .509284E-07 -.153019E-07
  .158500E+02  .643985E-07  .531199E-07 -.156300E-07
  .159000E+02  .658987E-07  .553851E-07 -.159722E-07
  .159500E+02  .674248E-07  .577262E-07 -.163289E-07
  .160000E+02  .689769E-07  .601450E-07 -.167009E-07
  .160500E+02  .705554E-07  .626437E-07 -.170889E-07
  .161000E+02  .721603E-07  .652243E-07 -.174937E-07
  .161500E+02  .737918E-07  .678889E-07 -.179159E-07
  .162000E+02  .754502E-07  .706396E-07 -.183564E-07
  .162500E+02  .771355E-07  .734788E-07 -.188160E-07
  .163000E+02  .788480E-07  .764085E-07 -.192955E-07
  .163500E+02  .805877E-07  .794312E-07 -.197958E-07
  .164000E+02  .823548E-07  .825491E-07 -.203177E-07
  .164500E+02  .841495E-07  .857646E-07 -.208621E-07
  .165000E+02  .859719E-07  .890802E-07 -.214301E-07
  .165500E+02  .878221E-07  .924982E-07 -.220224E-07
  .166000E+02  .897003E-07  .960212E-07 -.226403E-07
  .166500E+02  .916065E-07  .996517E-07 -.232846E-07
  .167000E+02  .935409E-07  .103392E-06 -.239564E-07
  .167500E+02  .955035E-07  .107246E-06 -.246567E-07
  .168000E+02  .974946E-07  .111215E-06 -.253868E-07
  .168500E+02  .995141E-07  .115302E-06 -.261478E-07
  .169000E+02  .101562E-06  .119510E-06 -.269407E-07
  .169500E+02  .103639E-06  .123842E-06 -.277669E-07
  .170000E+02  .105744E-06  .128300E-06 -.286275E-07
  .170500E+02  .107878E-06  .132888E-06 -.295239E-07
  .171000E+02  .110041E-06  .137609E-06 -.304572E-07
  .171500E+02  .112233E-06  .142466E-06 -.314289E-07
  .172000E+02  .114454E-06  .147461E-06 -.324403E-07
  .172500E+02  .116703E-06  .152598E-06 -.334929E-07
  .173000E+02  .118982E-06  .157879E-06 -.345880E-07
  .173500E+02  .121290E-06  .163310E-06 -.357272E-07
  .174000E+02  .123626E-06  .168891E-06 -.369119E-07
  .174500E+02  .125992E-06  .174628E-06 -.381437E-07
  .175000E+02  .128387E-06  .180522E-06 -.394241E-07
  .175500E+02  .130811E-06  .186579E-06 -.407549E-07
  .176000E+02  .133264E-06  .192800E-06 -.421376E-07
  .176500E+02  .135746E-06  .199190E-06 -.435740E-07
  .177000E+02  .138257E-06  .205753E-06 -.450657E-07
  .177500E+02  .140796E-06  .212492E-06 -.466146E-07
  .178000E+02  .143365E-06  .219410E-06 -.482225E-07
  .178500E+02  .145963E-06  .226512E-06 -.498912E-07
  .179000E+02  .148590E-06  .233801E-06 -.516227E-07
  .179500E+02  .151245E-06  .241281E-06 -.534188E-07
  .180000E+02  .153929E-06  .248956E-06 -.552816E-07
  .180500E+02  .156642E-06  .256830E-06 -.572130E-07
  .181000E+02  .159384E-06  .264908E-06 -.592152E-07
  .181500E+02  .162154E-06  .273193E-06 -.612902E-07
  .182000E+02  .164953E-06  .281689E-06 -.634403E-07
  .182500E+02  .167780E-06  .290401E-06 -.656675E-07
  .183000E+02  .170635E-06  .299333E-06 -.679742E-07
  .183500E+02  .173519E-06  .308490E-06 -.703626E-07
  .184000E+02  .176430E-06  .317875E-06 -.728350E-07
  .184500E+02  .179370E-06  .327493E-06 -.753939E-07
  .185000E+02  .182338E-06  .337349E-06 -.780417E-07
  .185500E+02  .185334E-06  .347448E-06 -.807807E-07
  .186000E+02  .188357E-06  .357793E-06 -.836136E-07
  .186500E+02  .191408E-06  .368391E-06 -.865430E-07
  .187000E+02  .194487E-06  .379245E-06 -.895713E-07
  .187500E+02  .197593E-06  .390360E-06 -.927013E-07
  .188000E+02  .200727E-06  .401741E-06 -.959357E-07
  .188500E+02  .203887E-06  .413394E-06 -.992772E-07
  .189000E+02  .207075E-06  .425324E-06 -.102729E-06
  .189500E+02  .210290E-06  .437534E-06 -.106293E-06
  .190000E+02  .213532E-06  .450032E-06 -.109973E-06
  .190500E+02  .216801E-06  .462821E-06 -.113771E-06
  .191000E+02  .220097E-06  .475908E-06 -.117692E-06
  .191500E+02  .223419E-06  .489297E-06 -.121737E-06
  .192000E+02  .226768E-06  .502994E-06 -.125909E-06
  .192500E+02  .230144E-06  .517004E-06 -.130213E-06
  .193000E+02  .233545E-06  .531334E-06 -.134651E-06
  .193500E+02  .236974E-06  .545989E-06 -.139226E-06
  .194000E+02  .240428E-06  .560974E-06 -.143941E-06
  .194500E+02  .243909E-06  .576295E-06 -.148801E-06
  .195000E+02  .247416E-06  .591959E-06 -.153808E-06
  .195500E+02  .250950E-06  .607970E-06 -.158967E-06
  .196000E+02  .254509E-06  .624336E-06 -.164279E-06
  .196500E+02  .258095E-06  .641061E-06 -.169750E-06
  .197000E+02  .261707E-06  .658153E-06 -.175382E-06
  .197500E+02  .265345E-06  .675618E-06 -.181179E-06
  .198000E+02  .269009E-06  .693461E-06 -.187145E-06
  .198500E+02  .272700E-06  .711689E-06 -.193284E-06
  .199000E+02  .276416E-06  .730309E-06 -.199599E-06
  .199500E+02  .280159E-06  .749327E-06 -.206095E-06
  .200000E+02  .283929E-06  .768749E-06 -.212775E-06
  .200500E+02  .287725E-06  .788583E-06 -.219643E-06
  .201000E+02  .291548E-06  .808834E-06 -.226703E-06
  .201500E+02  .295397E-06  .829511E-06 -.233960E-06
  .202000E+02  .299274E-06  .850619E-06 -.241418E-06
  .202500E+02  .303177E-06  .872166E-06 -.249080E-06
  .203000E+02  .307109E-06  .894158E-06 -.256950E-06
  .203500E+02  .311067E-06  .916603E-06 -.265034E-06
  .204000E+02  .315054E-06  .939507E-06 -.273336E-06
  .204500E+02  .319069E-06  .962879E-06 -.281859E-06
  .205000E+02  .323112E-06  .986726E-06 -.290609E-06
  .205500E+02  .327185E-06  .101105E-05 -.299589E-06
  .206000E+02  .331286E-06  .103587E-05 -.308805E-06
  .206500E+02  .335417E-06  .106119E-05 -.318260E-06
  .207000E+02  .339579E-06  .108701E-05 -.327960E-06
  .207500E+02  .343770E-06  .111334E-05 -.337909E-06
  .208000E+02  .347993E-06  .114019E-05 -.348113E-06
  .208500E+02  .352248E-06  .116757E-05 -.358574E-06
  .209000E+02  .356535E-06  .119548E-05 -.369300E-06
  .209500E+02  .360855E-06  .122394E-05 -.380294E-06
  .210000E+02  .365208E-06  .125295E-05 -.391561E-06
  .210500E+02  .369596E-06  .128253E-05 -.403106E-06
  .211000E+02  .374019E-06  .131267E-05 -.414935E-06
  .211500E+02  .378477E-06  .134338E-05 -.427053E-06
  .212000E+02  .382973E-06  .137469E-05 -.439464E-06
  .212500E+02  .387506E-06  .140658E-05 -.452173E-06
  .213000E+02  .392077E-06  .143908E-05 -.465187E-06
  .213500E+02  .396688E-06  .147219E-05 -.478509E-06
  .214000E+02  .401340E-06  .150592E-05 -.492147E-06
  .214500E+02  .406034E-06  .154028E-05 -.506104E-06
  .215000E+02  .410770E-06  .157528E-05 -.520386E-06
  .215500E+02  .415551E-06  .161092E-05 -.534998E-06
  .216000E+02  .420377E-06  .164722E-05 -.549947E-06
  .216500E+02  .425250E-06  .168419E-05 -.565237E-06
  .217000E+02  .430172E-06  .172183E-05 -.580874E-06
  .217500E+02  .435143E-06  .176015E-05 -.596864E-06
  .218000E+02  .440165E-06  .179917E-05 -.613212E-06
  .218500E+02  .445241E-06  .183889E-05 -.629924E-06
  .219000E+02  .450371E-06  .187932E-05 -.647004E-06
  .219500E+02  .455557E-06  .192047E-05 -.664460E-06
  .220000E+02  .460801E-06  .196236E-05 -.682295E-06
  .220500E+02  .466106E-06  .200499E-05 -.700517E-06
  .221000E+02  .471473E-06  .204837E-05 -.719130E-06
  .221500E+02  .476903E-06  .209251E-05 -.738140E-06
  .222000E+02  .482401E-06  .213742E-05 -.757552E-06
  .222500E+02  .487966E-06  .218312E-05 -.777371E-06
  .223000E+02  .493602E-06  .222961E-05 -.797604E-06
  .223500E+02  .499312E-06  .227690E-05 -.818254E-06
  .224000E+02  .505097E-06  .232500E-05 -.839327E-06
  .224500E+02  .510960E-06  .237392E-05 -.860827E-06
  .225000E+02  .516903E-06  .242368E-05 -.882760E-06
  .225500E+02  .522931E-06  .247428E-05 -.905130E-06
  .226000E+02  .529044E-06  .252573E-05 -.927940E-06
  .226500E+02  .535246E-06  .257805E-05 -.951195E-06
  .227000E+02  .541540E-06  .263124E-05 -.974899E-06
  .227500E+02  .547930E-06  .268532E-05 -.999054E-06
  .228000E+02  .554417E-06  .274029E-05 -.102366E-05
  .228500E+02  .561005E-06  .279616E-05 -.104873E-05
