  .000000E+00  .000000E+00  .000000E+00  .000000E+00
  .500000E-01 -.215962E-22 -.825393E-22 -.417341E-22
  .100000E+00 -.280405E-21 -.107202E-20 -.542063E-21
  .150000E+00 -.185243E-20 -.708460E-20 -.358244E-20
  .200000E+00 -.838776E-20 -.320923E-19 -.162288E-19
  .250000E+00 -.295232E-19 -.113013E-18 -.571533E-19
  .300000E+00 -.866540E-19 -.331893E-18 -.167857E-18
  .350000E+00 -.221709E-18 -.849718E-18 -.429780E-18
  .400000E+00 -.509555E-18 -.195436E-17 -.988575E-18
  .450000E+00 -.107465E-17 -.412512E-17 -.208680E-17
  .500000E+00 -.211253E-17 -.811640E-17 -.410626E-17
  .550000E+00 -.391673E-17 -.150628E-16 -.762130E-17
  .600000E+00 -.691159E-17 -.266081E-16 -.134642E-16
  .650000E+00 -.116917E-16 -.450607E-16 -.228038E-16
  .700000E+00 -.190681E-16 -.735775E-16 -.372391E-16
  .750000E+00 -.301223E-16 -.116379E-15 -.589077E-16
  .800000E+00 -.462681E-16 -.178997E-15 -.906123E-16
  .850000E+00 -.693216E-16 -.268558E-15 -.135964E-15
  .900000E+00 -.101580E-15 -.394108E-15 -.199547E-15
  .950000E+00 -.145911E-15 -.566969E-15 -.287100E-15
  .100000E+01 -.205849E-15 -.801149E-15 -.405723E-15
  .105000E+01 -.285706E-15 -.111379E-14 -.564104E-15
  .110000E+01 -.390685E-15 -.152564E-14 -.772771E-15
  .115000E+01 -.527016E-15 -.206166E-14 -.104437E-14
  .120000E+01 -.702089E-15 -.275155E-14 -.139396E-14
  .125000E+01 -.924612E-15 -.363043E-14 -.183936E-14
  .130000E+01 -.120477E-14 -.473954E-14 -.240149E-14
  .135000E+01 -.155441E-14 -.612701E-14 -.310476E-14
  .140000E+01 -.198721E-14 -.784867E-14 -.397750E-14
  .145000E+01 -.251891E-14 -.996895E-14 -.505239E-14
  .150000E+01 -.316749E-14 -.125618E-13 -.636696E-14
  .155000E+01 -.395342E-14 -.157117E-13 -.796410E-14
  .160000E+01 -.489988E-14 -.195148E-13 -.989260E-14
  .165000E+01 -.603304E-14 -.240800E-13 -.122077E-13
  .170000E+01 -.738232E-14 -.295303E-13 -.149719E-13
  .175000E+01 -.898064E-14 -.360037E-13 -.182553E-13
  .180000E+01 -.108648E-13 -.436553E-13 -.221366E-13
  .185000E+01 -.130755E-13 -.526580E-13 -.267035E-13
  .190000E+01 -.156583E-13 -.632045E-13 -.320539E-13
  .195000E+01 -.186631E-13 -.755087E-13 -.382964E-13
  .200000E+01 -.221452E-13 -.898075E-13 -.455512E-13
  .205000E+01 -.261655E-13 -.106363E-12 -.539511E-13
  .210000E+01 -.307904E-13 -.125462E-12 -.636423E-13
  .215000E+01 -.360930E-13 -.147424E-12 -.747856E-13
  .220000E+01 -.421528E-13 -.172595E-12 -.875571E-13
  .225000E+01 -.490566E-13 -.201355E-12 -.102150E-12
  .230000E+01 -.568987E-13 -.234121E-12 -.118773E-12
  .235000E+01 -.657813E-13 -.271345E-12 -.137658E-12
  .240000E+01 -.758152E-13 -.313521E-12 -.159052E-12
  .245000E+01 -.871202E-13 -.361185E-12 -.183227E-12
  .250000E+01 -.998256E-13 -.414916E-12 -.210475E-12
  .255000E+01 -.114070E-12 -.475344E-12 -.241114E-12
  .260000E+01 -.130004E-12 -.543149E-12 -.275486E-12
  .265000E+01 -.147788E-12 -.619065E-12 -.313961E-12
  .270000E+01 -.167595E-12 -.703882E-12 -.356935E-12
  .275000E+01 -.189608E-12 -.798452E-12 -.404836E-12
  .280000E+01 -.214026E-12 -.903690E-12 -.458123E-12
  .285000E+01 -.241059E-12 -.102058E-11 -.517288E-12
  .290000E+01 -.270933E-12 -.115017E-11 -.582857E-12
  .295000E+01 -.303886E-12 -.129359E-11 -.655394E-12
  .300000E+01 -.340174E-12 -.145205E-11 -.735501E-12
  .305000E+01 -.380068E-12 -.162684E-11 -.823820E-12
  .310000E+01 -.423855E-12 -.181932E-11 -.921035E-12
  .315000E+01 -.471840E-12 -.203097E-11 -.102788E-11
  .320000E+01 -.524346E-12 -.226336E-11 -.114512E-11
  .325000E+01 -.581715E-12 -.251813E-11 -.127358E-11
  .330000E+01 -.644308E-12 -.279706E-11 -.141415E-11
  .335000E+01 -.712506E-12 -.310203E-11 -.156774E-11
  .340000E+01 -.786712E-12 -.343502E-11 -.173534E-11
  .345000E+01 -.867350E-12 -.379814E-11 -.191799E-11
  .350000E+01 -.954867E-12 -.419364E-11 -.211679E-11
  .355000E+01 -.104973E-11 -.462387E-11 -.233291E-11
  .360000E+01 -.115244E-11 -.509134E-11 -.256757E-11
  .365000E+01 -.126352E-11 -.559870E-11 -.282208E-11
  .370000E+01 -.138350E-11 -.614873E-11 -.309779E-11
  .375000E+01 -.151297E-11 -.674439E-11 -.339614E-11
  .380000E+01 -.165251E-11 -.738879E-11 -.371866E-11
  .385000E+01 -.180277E-11 -.808520E-11 -.406693E-11
  .390000E+01 -.196440E-11 -.883707E-11 -.444264E-11
  .395000E+01 -.213808E-11 -.964804E-11 -.484753E-11
  .400000E+01 -.232455E-11 -.105219E-10 -.528346E-11
  .405000E+01 -.252455E-11 -.114627E-10 -.575236E-11
  .410000E+01 -.273886E-11 -.124747E-10 -.625626E-11
  .415000E+01 -.296831E-11 -.135622E-10 -.679728E-11
  .420000E+01 -.321375E-11 -.147300E-10 -.737765E-11
  .425000E+01 -.347607E-11 -.159829E-10 -.799969E-11
  .430000E+01 -.375620E-11 -.173260E-10 -.866584E-11
  .435000E+01 -.405509E-11 -.187647E-10 -.937862E-11
  .440000E+01 -.437377E-11 -.203045E-10 -.101407E-10
  .445000E+01 -.471325E-11 -.219514E-10 -.109548E-10
  .450000E+01 -.507464E-11 -.237114E-10 -.118239E-10
  .455000E+01 -.545903E-11 -.255910E-10 -.127510E-10
  .460000E+01 -.586761E-11 -.275969E-10 -.137391E-10
  .465000E+01 -.630158E-11 -.297362E-10 -.147916E-10
  .470000E+01 -.676217E-11 -.320160E-10 -.159119E-10
  .475000E+01 -.725068E-11 -.344441E-10 -.171035E-10
  .480000E+01 -.776845E-11 -.370283E-10 -.183700E-10
  .485000E+01 -.831685E-11 -.397771E-10 -.197153E-10
  .490000E+01 -.889731E-11 -.426990E-10 -.211434E-10
