  .000000E+00  .000000E+00  .000000E+00  .000000E+00
  .500000E-01  .603963E-23 -.188505E-22  .138545E-23
  .100000E+00  .784788E-22 -.244824E-21  .179783E-22
  .150000E+00  .518939E-21 -.161790E-20  .118690E-21
  .200000E+00  .235233E-20 -.732868E-20  .536979E-21
  .250000E+00  .829005E-20 -.258076E-19  .188807E-20
  .300000E+00  .243661E-19 -.757911E-19  .553449E-20
  .350000E+00  .624389E-19 -.194044E-18  .141383E-19
  .400000E+00  .143759E-18 -.446311E-18  .324362E-19
  .450000E+00  .303807E-18 -.942052E-18  .682716E-19
  .500000E+00  .598625E-18 -.185353E-17  .133913E-18
  .550000E+00  .111282E-17 -.343979E-17  .247687E-18
  .600000E+00  .196951E-17 -.607609E-17  .435947E-18
  .650000E+00  .334234E-17 -.102893E-16  .735413E-18
  .700000E+00  .546995E-17 -.167998E-16  .119588E-17
  .750000E+00  .867295E-17 -.265706E-16  .188333E-17
  .800000E+00  .133737E-16 -.408636E-16  .288344E-17
  .850000E+00  .201194E-16 -.613044E-16  .430553E-17
  .900000E+00  .296078E-16 -.899553E-16  .628690E-17
  .950000E+00  .427172E-16 -.129398E-15  .899757E-17
  .100000E+01  .605399E-16 -.182823E-15  .126455E-16
  .105000E+01  .844201E-16 -.254137E-15  .174822E-16
  .110000E+01  .115996E-15 -.348068E-15  .238094E-16
  .115000E+01  .157248E-15 -.470291E-15  .319852E-16
  .120000E+01  .210548E-15 -.627562E-15  .424320E-16
  .125000E+01  .278720E-15 -.827866E-15  .556437E-16
  .130000E+01  .365098E-15 -.108057E-14  .721928E-16
  .135000E+01  .473595E-15 -.139661E-14  .927388E-16
  .140000E+01  .608776E-15 -.178864E-14  .118035E-15
  .145000E+01  .775938E-15 -.227129E-14  .148935E-15
  .150000E+01  .981201E-15 -.286130E-14  .186403E-15
  .155000E+01  .123161E-14 -.357783E-14  .231515E-15
  .160000E+01  .153523E-14 -.444261E-14  .285475E-15
  .165000E+01  .190128E-14 -.548025E-14  .349611E-15
  .170000E+01  .234024E-14 -.671848E-14  .425392E-15
  .175000E+01  .286398E-14 -.818847E-14  .514429E-15
  .180000E+01  .348591E-14 -.992505E-14  .618486E-15
  .185000E+01  .422113E-14 -.119671E-13  .739494E-15
  .190000E+01  .508659E-14 -.143578E-13  .879552E-15
  .195000E+01  .610124E-14 -.171451E-13  .104095E-14
  .200000E+01  .728626E-14 -.203820E-13  .122616E-14
  .205000E+01  .866518E-14 -.241267E-13  .143787E-14
  .210000E+01  .102641E-13 -.284434E-13  .167896E-14
  .215000E+01  .121120E-13 -.334026E-13  .195255E-14
  .220000E+01  .142406E-13 -.390814E-13  .226198E-14
  .225000E+01  .166850E-13 -.455639E-13  .261079E-14
  .230000E+01  .194837E-13 -.529420E-13  .300279E-14
  .235000E+01  .226787E-13 -.613157E-13  .344200E-14
  .240000E+01  .263161E-13 -.707935E-13  .393265E-14
  .245000E+01  .304460E-13 -.814931E-13  .447922E-14
  .250000E+01  .351229E-13 -.935419E-13  .508636E-14
  .255000E+01  .404063E-13 -.107077E-12  .575890E-14
