  .000000E+00  .000000E+00  .000000E+00  .000000E+00
  .500000E-01  .711338E-22  .576155E-22  .234249E-22
  .100000E+00  .923869E-21  .748336E-21  .304312E-21
  .150000E+00  .610535E-20  .494566E-20  .201164E-20
  .200000E+00  .276554E-19  .224041E-19  .911548E-20
  .250000E+00  .973834E-19  .788999E-19  .321128E-19
  .300000E+00  .285973E-18  .231722E-18  .943516E-19
  .350000E+00  .732091E-18  .593294E-18  .241690E-18
  .400000E+00  .168366E-17  .136468E-17  .556222E-18
  .450000E+00  .355342E-17  .288074E-17  .117481E-17
  .500000E+00  .699092E-17  .566862E-17  .231310E-17
  .550000E+00  .129730E-16  .105214E-16  .429584E-17
  .600000E+00  .229148E-16  .185885E-16  .759406E-17
  .650000E+00  .388038E-16  .314847E-16  .128700E-16
  .700000E+00  .633579E-16  .514191E-16  .210303E-16
  .750000E+00  .100211E-15  .813463E-16  .332882E-16
  .800000E+00  .154128E-15  .125141E-15  .512356E-16
  .850000E+00  .231247E-15  .187796E-15  .769255E-16
  .900000E+00  .339363E-15  .275652E-15  .112965E-15
  .950000E+00  .488234E-15  .396651E-15  .162624E-15
  .100000E+01  .689936E-15  .560617E-15  .229948E-15
  .105000E+01  .959253E-15  .779578E-15  .319897E-15
  .110000E+01  .131411E-14  .106811E-14  .438491E-15
  .115000E+01  .177603E-14  .144372E-14  .592971E-15
  .120000E+01  .237071E-14  .192728E-14  .791979E-15
  .125000E+01  .312851E-14  .254347E-14  .104575E-14
  .130000E+01  .408515E-14  .332126E-14  .136635E-14
  .135000E+01  .528235E-14  .429453E-14  .176784E-14
  .140000E+01  .676858E-14  .550255E-14  .226661E-14
  .145000E+01  .859985E-14  .699069E-14  .288159E-14
  .150000E+01  .108406E-13  .881109E-14  .363456E-14
  .155000E+01  .135645E-13  .110233E-13  .455041E-14
  .160000E+01  .168557E-13  .136953E-13  .565753E-14
  .165000E+01  .208097E-13  .169038E-13  .698808E-14
  .170000E+01  .255346E-13  .207358E-13  .857840E-14
  .175000E+01  .311522E-13  .252891E-13  .104694E-13
  .180000E+01  .377996E-13  .306733E-13  .127068E-13
  .185000E+01  .456301E-13  .370109E-13  .153420E-13
  .190000E+01  .548154E-13  .444386E-13  .184319E-13
  .195000E+01  .655466E-13  .531081E-13  .220403E-13
  .200000E+01  .780360E-13  .631878E-13  .262373E-13
  .205000E+01  .925191E-13  .748635E-13  .311009E-13
  .210000E+01  .109256E-12  .883404E-13  .367170E-13
  .215000E+01  .128535E-12  .103844E-12  .431802E-13
  .220000E+01  .150672E-12  .121622E-12  .505942E-13
  .225000E+01  .176015E-12  .141946E-12  .590730E-13
  .230000E+01  .204946E-12  .165111E-12  .687411E-13
  .235000E+01  .237881E-12  .191443E-12  .797349E-13
  .240000E+01  .275277E-12  .221293E-12  .922028E-13
  .245000E+01  .317631E-12  .255044E-12  .106307E-12
  .250000E+01  .365486E-12  .293112E-12  .122223E-12
  .255000E+01  .419428E-12  .335950E-12  .140141E-12
  .260000E+01  .480098E-12  .384045E-12  .160270E-12
  .265000E+01  .548186E-12  .437926E-12  .182831E-12
  .270000E+01  .624442E-12  .498162E-12  .208068E-12
  .275000E+01  .709674E-12  .565369E-12  .236241E-12
  .280000E+01  .804756E-12  .640208E-12  .267630E-12
  .285000E+01  .910630E-12  .723390E-12  .302535E-12
  .290000E+01  .102831E-11  .815679E-12  .341280E-12
  .295000E+01  .115888E-11  .917891E-12  .384210E-12
  .300000E+01  .130352E-11  .103090E-11  .431693E-12
  .305000E+01  .146348E-11  .115565E-11  .484121E-12
  .310000E+01  .164012E-11  .129313E-11  .541911E-12
  .315000E+01  .183488E-11  .144440E-11  .605505E-12
  .320000E+01  .204931E-11  .161060E-11  .675372E-12
  .325000E+01  .228507E-11  .179292E-11  .752005E-12
  .330000E+01  .254394E-11  .199265E-11  .835926E-12
  .335000E+01  .282782E-11  .221113E-11  .927682E-12
  .340000E+01  .313873E-11  .244980E-11  .102785E-11
  .345000E+01  .347886E-11  .271016E-11  .113704E-11
  .350000E+01  .385051E-11  .299382E-11  .125588E-11
  .355000E+01  .425617E-11  .330247E-11  .138504E-11
  .360000E+01  .469848E-11  .363788E-11  .152521E-11
  .365000E+01  .518026E-11  .400193E-11  .167713E-11
  .370000E+01  .570451E-11  .439659E-11  .184155E-11
  .375000E+01  .627446E-11  .482393E-11  .201928E-11
  .380000E+01  .689351E-11  .528612E-11  .221113E-11
  .385000E+01  .756530E-11  .578545E-11  .241798E-11
  .390000E+01  .829371E-11  .632430E-11  .264072E-11
  .395000E+01  .908285E-11  .690517E-11  .288028E-11
  .400000E+01  .993711E-11  .753068E-11  .313765E-11
  .405000E+01  .108611E-10  .820355E-11  .341381E-11
  .410000E+01  .118598E-10  .892663E-11  .370983E-11
  .415000E+01  .129385E-10  .970288E-11  .402677E-11
  .420000E+01  .141026E-10  .105354E-10  .436574E-11
  .425000E+01  .153581E-10  .114273E-10  .472792E-11
  .430000E+01  .167112E-10  .123820E-10  .511447E-11
  .435000E+01  .181684E-10  .134028E-10  .552663E-11
  .440000E+01  .197368E-10  .144934E-10  .596565E-11
  .445000E+01  .214236E-10  .156574E-10  .643282E-11
  .450000E+01  .232366E-10  .168985E-10  .692949E-11
  .455000E+01  .251840E-10  .182207E-10  .745700E-11
  .460000E+01  .272745E-10  .196280E-10  .801677E-11
  .465000E+01  .295171E-10  .211245E-10  .861021E-11
  .470000E+01  .319215E-10  .227144E-10  .923880E-11
  .475000E+01  .344977E-10  .244022E-10  .990403E-11
  .480000E+01  .372564E-10  .261922E-10  .106074E-10
  .485000E+01  .402087E-10  .280891E-10  .113506E-10
  .490000E+01  .433664E-10  .300975E-10  .121351E-10
  .495000E+01  .467419E-10  .322223E-10  .129625E-10
  .500000E+01  .503480E-10  .344684E-10  .138345E-10
  .505000E+01  .541985E-10  .368407E-10  .147528E-10
  .510000E+01  .583076E-10  .393444E-10  .157191E-10
  .515000E+01  .626902E-10  .419847E-10  .167350E-10
  .520000E+01  .673622E-10  .447670E-10  .178023E-10
  .525000E+01  .723400E-10  .476964E-10  .189227E-10
  .530000E+01  .776408E-10  .507786E-10  .200981E-10
  .535000E+01  .832827E-10  .540191E-10  .213301E-10
  .540000E+01  .892847E-10  .574234E-10  .226206E-10
  .545000E+01  .956665E-10  .609972E-10  .239713E-10
  .550000E+01  .102449E-09  .647463E-10  .253842E-10
  .555000E+01  .109654E-09  .686764E-10  .268609E-10
  .560000E+01  .117303E-09  .727935E-10  .284034E-10
  .565000E+01  .125421E-09  .771033E-10  .300133E-10
  .570000E+01  .134033E-09  .816119E-10  .316925E-10
  .575000E+01  .143163E-09  .863254E-10  .334428E-10
  .580000E+01  .152840E-09  .912498E-10  .352659E-10
  .585000E+01  .163090E-09  .963914E-10  .371636E-10
  .590000E+01  .173944E-09  .101756E-09  .391376E-10
  .595000E+01  .185432E-09  .107351E-09  .411896E-10
  .600000E+01  .197586E-09  .113182E-09  .433214E-10
  .605000E+01  .210438E-09  .119255E-09  .455344E-10
  .610000E+01  .224024E-09  .125577E-09  .478304E-10
  .615000E+01  .238378E-09  .132156E-09  .502109E-10
