  .000000E+00  .000000E+00  .000000E+00  .000000E+00
  .500000E-01  .334066E-21  .589322E-22  .425664E-23
  .100000E+00  .433981E-20  .765596E-21  .553019E-22
  .150000E+00  .286879E-19  .506100E-20  .365602E-21
  .200000E+00  .129994E-18  .229335E-19  .165683E-20
  .250000E+00  .457947E-18  .807924E-19  .583740E-20
  .300000E+00  .134546E-17  .237375E-18  .171526E-19
  .350000E+00  .344632E-17  .608037E-18  .439415E-19
  .400000E+00  .793082E-17  .139927E-17  .101135E-18
  .450000E+00  .167498E-16  .295532E-17  .213628E-18
  .500000E+00  .329777E-16  .581869E-17  .420667E-18
  .550000E+00  .612449E-16  .108065E-16  .781377E-18
  .600000E+00  .108271E-15  .191046E-16  .138158E-17
  .650000E+00  .183506E-15  .323811E-16  .234204E-17
  .700000E+00  .299901E-15  .529214E-16  .382824E-17
  .750000E+00  .474800E-15  .837870E-16  .606194E-17
  .800000E+00  .730984E-15  .129000E-15  .933451E-17
  .850000E+00  .109787E-14  .193753E-15  .140223E-16
  .900000E+00  .161288E-14  .284652E-15  .206043E-16
  .950000E+00  .232296E-14  .409988E-15  .296816E-16
  .100000E+01  .328634E-14  .580044E-15  .420005E-16
  .105000E+01  .457447E-14  .807439E-15  .584766E-16
  .110000E+01  .627415E-14  .110750E-14  .802234E-16
  .115000E+01  .848992E-14  .149871E-14  .108583E-15
  .120000E+01  .113467E-13  .200311E-14  .145160E-15
  .125000E+01  .149925E-13  .264691E-14  .191859E-15
  .130000E+01  .196020E-13  .346094E-14  .250926E-15
  .135000E+01  .253795E-13  .448131E-14  .324993E-15
  .140000E+01  .325627E-13  .575010E-14  .417129E-15
  .145000E+01  .414271E-13  .731601E-14  .530891E-15
  .150000E+01  .522899E-13  .923517E-14  .670381E-15
  .155000E+01  .655151E-13  .115720E-13  .840311E-15
  .160000E+01  .815183E-13  .144000E-13  .104607E-14
  .165000E+01  .100772E-12  .178030E-13  .129380E-14
  .170000E+01  .123812E-12  .218758E-13  .159046E-14
  .175000E+01  .151244E-12  .267256E-13  .194393E-14
  .180000E+01  .183747E-12  .324731E-13  .236309E-14
  .185000E+01  .222086E-12  .392536E-13  .285790E-14
  .190000E+01  .267114E-12  .472187E-13  .343955E-14
  .195000E+01  .319784E-12  .565374E-13  .412051E-14
  .200000E+01  .381156E-12  .673980E-13  .491470E-14
  .205000E+01  .452406E-12  .800093E-13  .583756E-14
  .210000E+01  .534835E-12  .946028E-13  .690623E-14
  .215000E+01  .629882E-12  .111434E-12  .813968E-14
  .220000E+01  .739130E-12  .130785E-12  .955884E-14
  .225000E+01  .864323E-12  .152966E-12  .111868E-13
  .230000E+01  .100737E-11  .178317E-12  .130488E-13
  .235000E+01  .117037E-11  .207212E-12  .151729E-13
  .240000E+01  .135562E-11  .240060E-12  .175894E-13
  .245000E+01  .156561E-11  .277307E-12  .203318E-13
  .250000E+01  .180307E-11  .319440E-12  .234365E-13
  .255000E+01  .207097E-11  .366989E-12  .269434E-13
  .260000E+01  .237254E-11  .420530E-12  .308956E-13
  .265000E+01  .271126E-11  .480688E-12  .353403E-13
  .270000E+01  .309093E-11  .548143E-12  .403287E-13
  .275000E+01  .351564E-11  .623628E-12  .459163E-13
  .280000E+01  .398984E-11  .707938E-12  .521631E-13
  .285000E+01  .451829E-11  .801929E-12  .591342E-13
  .290000E+01  .510614E-11  .906527E-12  .669000E-13
  .295000E+01  .575895E-11  .102273E-11  .755363E-13
  .300000E+01  .648267E-11  .115160E-11  .851250E-13
  .305000E+01  .728372E-11  .129431E-11  .957542E-13
  .310000E+01  .816896E-11  .145208E-11  .107519E-12
  .315000E+01  .914577E-11  .162624E-11  .120521E-12
  .320000E+01  .102220E-10  .181822E-11  .134869E-12
  .325000E+01  .114062E-10  .202954E-11  .150682E-12
  .330000E+01  .127073E-10  .226183E-11  .168084E-12
  .335000E+01  .141349E-10  .251684E-11  .187210E-12
  .340000E+01  .156994E-10  .279642E-11  .208205E-12
  .345000E+01  .174116E-10  .310255E-11  .231222E-12
  .350000E+01  .192833E-10  .343737E-11  .256424E-12
  .355000E+01  .213269E-10  .380311E-11  .283987E-12
  .360000E+01  .235556E-10  .420219E-11  .314097E-12
  .365000E+01  .259834E-10  .463714E-11  .346953E-12
  .370000E+01  .286253E-10  .511070E-11  .382765E-12
  .375000E+01  .314969E-10  .562574E-11  .421757E-12
  .380000E+01  .346152E-10  .618531E-11  .464167E-12
  .385000E+01  .379979E-10  .679267E-11  .510248E-12
  .390000E+01  .416637E-10  .745126E-11  .560268E-12
  .395000E+01  .456326E-10  .816471E-11  .614510E-12
  .400000E+01  .499256E-10  .893689E-11  .673275E-12
  .405000E+01  .545651E-10  .977187E-11  .736881E-12
  .410000E+01  .595743E-10  .106740E-10  .805664E-12
  .415000E+01  .649783E-10  .116478E-10  .879979E-12
  .420000E+01  .708030E-10  .126981E-10  .960203E-12
  .425000E+01  .770761E-10  .138299E-10  .104673E-11
  .430000E+01  .838267E-10  .150488E-10  .113998E-11
  .435000E+01  .910854E-10  .163602E-10  .124039E-11
  .440000E+01  .988843E-10  .177702E-10  .134844E-11
  .445000E+01  .107257E-09  .192851E-10  .146459E-11
  .450000E+01  .116240E-09  .209114E-10  .158939E-11
  .455000E+01  .125870E-09  .226561E-10  .172335E-11
  .460000E+01  .136187E-09  .245266E-10  .186706E-11
  .465000E+01  .147231E-09  .265305E-10  .202112E-11
  .470000E+01  .159047E-09  .286759E-10  .218615E-11
  .475000E+01  .171680E-09  .309713E-10  .236282E-11
  .480000E+01  .185176E-09  .334256E-10  .255181E-11
  .485000E+01  .199587E-09  .360483E-10  .275387E-11
  .490000E+01  .214965E-09  .388489E-10  .296975E-11
  .495000E+01  .231364E-09  .418380E-10  .320025E-11
  .500000E+01  .248842E-09  .450262E-10  .344621E-11
  .505000E+01  .267459E-09  .484249E-10  .370852E-11
  .510000E+01  .287277E-09  .520459E-10  .398809E-11
  .515000E+01  .308362E-09  .559016E-10  .428588E-11
  .520000E+01  .330783E-09  .600049E-10  .460291E-11
  .525000E+01  .354611E-09  .643695E-10  .494022E-11
  .530000E+01  .379920E-09  .690094E-10  .529892E-11
  .535000E+01  .406790E-09  .739396E-10  .568015E-11
  .540000E+01  .435301E-09  .791756E-10  .608512E-11
  .545000E+01  .465538E-09  .847334E-10  .651508E-11
  .550000E+01  .497590E-09  .906302E-10  .697133E-11
  .555000E+01  .531549E-09  .968834E-10  .745525E-11
  .560000E+01  .567510E-09  .103511E-09  .796826E-11
  .565000E+01  .605574E-09  .110534E-09  .851183E-11
  .570000E+01  .645846E-09  .117970E-09  .908752E-11
  .575000E+01  .688433E-09  .125842E-09  .969693E-11
  .580000E+01  .733448E-09  .134170E-09  .103417E-10
  .585000E+01  .781009E-09  .142978E-09  .110237E-10
  .590000E+01  .831237E-09  .152289E-09  .117446E-10
  .595000E+01  .884259E-09  .162128E-09  .125064E-10
  .600000E+01  .940207E-09  .172520E-09  .133110E-10
  .605000E+01  .999218E-09  .183493E-09  .141605E-10
  .610000E+01  .106143E-08  .195073E-09  .150570E-10
  .615000E+01  .112700E-08  .207290E-09  .160027E-10
  .620000E+01  .119608E-08  .220173E-09  .169999E-10
  .625000E+01  .126881E-08  .233755E-09  .180510E-10
  .630000E+01  .134538E-08  .248067E-09  .191584E-10
  .635000E+01  .142594E-08  .263143E-09  .203248E-10
  .640000E+01  .151069E-08  .279018E-09  .215529E-10
  .645000E+01  .159979E-08  .295728E-09  .228453E-10
  .650000E+01  .169344E-08  .313311E-09  .242050E-10
  .655000E+01  .179184E-08  .331806E-09  .256350E-10
  .660000E+01  .189518E-08  .351254E-09  .271384E-10
  .665000E+01  .200369E-08  .371697E-09  .287183E-10
  .670000E+01  .211758E-08  .393179E-09  .303782E-10
  .675000E+01  .223708E-08  .415744E-09  .321214E-10
  .680000E+01  .236241E-08  .439440E-09  .339517E-10
  .685000E+01  .249383E-08  .464316E-09  .358726E-10
  .690000E+01  .263157E-08  .490421E-09  .378880E-10
  .695000E+01  .277591E-08  .517809E-09  .400020E-10
  .700000E+01  .292709E-08  .546532E-09  .422186E-10
  .705000E+01  .308541E-08  .576647E-09  .445421E-10
  .710000E+01  .325115E-08  .608212E-09  .469770E-10
  .715000E+01  .342459E-08  .641286E-09  .495279E-10
  .720000E+01  .360605E-08  .675932E-09  .521994E-10
  .725000E+01  .379583E-08  .712214E-09  .549966E-10
  .730000E+01  .399427E-08  .750197E-09  .579244E-10
  .735000E+01  .420168E-08  .789951E-09  .609882E-10
  .740000E+01  .441842E-08  .831546E-09  .641934E-10
  .745000E+01  .464484E-08  .875055E-09  .675456E-10
  .750000E+01  .488130E-08  .920553E-09  .710506E-10
  .755000E+01  .512819E-08  .968119E-09  .747144E-10
  .760000E+01  .538589E-08  .101783E-08  .785433E-10
  .765000E+01  .565479E-08  .106978E-08  .825436E-10
  .770000E+01  .593532E-08  .112404E-08  .867221E-10
  .775000E+01  .622789E-08  .118071E-08  .910856E-10
  .780000E+01  .653295E-08  .123987E-08  .956411E-10
  .785000E+01  .685093E-08  .130163E-08  .100396E-09
  .790000E+01  .718231E-08  .136607E-08  .105358E-09
  .795000E+01  .752756E-08  .143330E-08  .110535E-09
  .800000E+01  .788716E-08  .150342E-08  .115934E-09
  .805000E+01  .826163E-08  .157654E-08  .121565E-09
  .810000E+01  .865148E-08  .165276E-08  .127435E-09
  .815000E+01  .905723E-08  .173221E-08  .133554E-09
  .820000E+01  .947945E-08  .181499E-08  .139930E-09
  .825000E+01  .991868E-08  .190122E-08  .146574E-09
