   No        D0           lonR           latR             dR         L         W    strike       dip      rake         x         y flag
   19     1.209     179.793320     -37.423660      92.000000      5.00     10.00   226.312    71.111   -11.840     -5.00    -20.00    0
   20     1.272     179.774002     -37.466000      92.000000      5.00     10.00   228.353    80.294   -15.213      0.00    -20.00    0
   21     1.277     179.754654     -37.508331      92.000000      5.00     10.00   320.485    72.221   179.872      5.00    -20.00    1
   22     1.262     179.735306     -37.550659      92.000000      5.00     10.00   319.133    70.748   169.459     10.00    -20.00    1
   23     1.232     179.715912     -37.592991      92.000000      5.00     10.00   318.454    70.652   162.001     15.00    -20.00    1
   24     1.153     179.696503     -37.635311      92.000000      5.00     10.00   318.180    72.070   154.798     20.00    -20.00    1
   25     1.022     179.677078     -37.677631      92.000000      5.00     10.00   319.497    72.194   151.496     25.00    -20.00    1
   26     0.754     179.657623     -37.719940      92.000000      5.00     10.00   319.375    72.239   148.946     30.00    -20.00    1
   27     0.475     179.638153     -37.762249      92.000000      5.00     10.00   318.294    72.289   147.453     35.00    -20.00    1
   28     0.208     179.618668     -37.804562      92.000000      5.00     10.00   319.450    75.594   149.225     40.00    -20.00    1
   29     0.312     179.870377     -37.254292      82.000000      5.00     10.00   231.439    46.757    15.989    -25.00    -10.00    0
   30     0.585     179.851135     -37.296638      82.000000      5.00     10.00   229.826    46.505    13.848    -20.00    -10.00    0
   31     0.847     179.831894     -37.338982      82.000000      5.00     10.00   227.552    48.997     8.962    -15.00    -10.00    0
   32     1.130     179.812607     -37.381321      82.000000      5.00     10.00   225.863    60.089     0.602    -10.00    -10.00    0
   33     1.337     179.793320     -37.423660      82.000000      5.00     10.00   226.376    71.136    -8.711     -5.00    -10.00    0
   34     1.433     179.774002     -37.466000      82.000000      5.00     10.00   229.312    84.982   -18.223      0.00    -10.00    0
   35     1.460     179.754654     -37.508331      82.000000      5.00     10.00   319.720    65.180   173.077      5.00    -10.00    1
   36     1.450     179.735306     -37.550659      82.000000      5.00     10.00   317.896    62.164   164.542     10.00    -10.00    1
   37     1.395     179.715912     -37.592991      82.000000      5.00     10.00   316.471    61.778   158.265     15.00    -10.00    1
   38     1.285     179.696503     -37.635311      82.000000      5.00     10.00   315.710    65.335   151.906     20.00    -10.00    1
   39     1.100     179.677078     -37.677631      82.000000      5.00     10.00   315.389    66.999   147.306     25.00    -10.00    1
   40     0.783     179.657623     -37.719940      82.000000      5.00     10.00   315.126    70.015   143.445     30.00    -10.00    1
   41     0.453     179.638153     -37.762249      82.000000      5.00     10.00   316.310    76.344   138.062     35.00    -10.00    1
   42     0.234     179.618668     -37.804562      82.000000      5.00     10.00   162.254    85.022  -103.056     40.00    -10.00    0
   43     0.208     179.870377     -37.254292      72.000000      5.00     10.00   225.908    45.308    10.116    -25.00      0.00    0
   44     0.402     179.851135     -37.296638      72.000000      5.00     10.00   225.958    48.548    10.394    -20.00      0.00    0
   45     0.617     179.831894     -37.338982      72.000000      5.00     10.00   227.224    54.759    13.601    -15.00      0.00    0
   46     0.883     179.812607     -37.381321      72.000000      5.00     10.00   226.943    58.285    12.426    -10.00      0.00    0
   47     1.132     179.793320     -37.423660      72.000000      5.00     10.00   226.041    68.611     3.881     -5.00      0.00    0
   48     1.245     179.774002     -37.466000      72.000000      5.00     10.00   227.334    82.782    -7.953      0.00      0.00    0
   49     1.247     179.754654     -37.508331      72.000000      5.00     10.00   318.419    70.349   172.336      5.00      0.00    1
   50     1.179     179.735306     -37.550659      72.000000      5.00     10.00   315.299    62.539   158.572     10.00      0.00    1
   51     1.102     179.715912     -37.592991      72.000000      5.00     10.00   313.231    62.759   150.451     15.00      0.00    1
   52     0.999     179.696503     -37.635311      72.000000      5.00     10.00   312.098    65.913   144.248     20.00      0.00    1
   53     0.807     179.677078     -37.677631      72.000000      5.00     10.00   312.492    68.315   143.468     25.00      0.00    1
   54     0.518     179.657623     -37.719940      72.000000      5.00     10.00   314.330    77.693   139.456     30.00      0.00    1
   55     0.284     179.638153     -37.762249      72.000000      5.00     10.00   160.278    78.230  -105.395     35.00      0.00    0
   56     0.146     179.618668     -37.804562      72.000000      5.00     10.00   359.996    20.907   -62.999     40.00      0.00    0
   57     0.207     179.870377     -37.254292      62.000000      5.00     10.00   304.475    46.963   158.130    -25.00     10.00    1
   58     0.361     179.851135     -37.296638      62.000000      5.00     10.00   220.355    61.514    16.188    -20.00     10.00    0
   59     0.485     179.831894     -37.338982      62.000000      5.00     10.00   220.297    66.850    15.160    -15.00     10.00    0
   60     0.618     179.812607     -37.381321      62.000000      5.00     10.00   221.303    80.037     2.783    -10.00     10.00    0
   61     0.777     179.793320     -37.423660      62.000000      5.00     10.00   227.429    77.469    13.361     -5.00     10.00    0
   62     0.874     179.774002     -37.466000      62.000000      5.00     10.00   230.415    75.849    16.667      0.00     10.00    0
   63     0.872     179.754654     -37.508331      62.000000      5.00     10.00   230.945    77.937    15.104      5.00     10.00    0
   64     0.782     179.735306     -37.550659      62.000000      5.00     10.00   229.729    88.426     9.091     10.00     10.00    0
   65     0.715     179.715912     -37.592991      62.000000      5.00     10.00   318.411    88.370   162.148     15.00     10.00    1
   66     0.599     179.696503     -37.635311      62.000000      5.00     10.00   313.818    82.086   147.622     20.00     10.00    1
   67     0.488     179.677078     -37.677631      62.000000      5.00     10.00   310.322    84.887   137.253     25.00     10.00    1
   68     0.373     179.657623     -37.719940      62.000000      5.00     10.00   137.584    83.319  -126.618     30.00     10.00    1
   69     0.280     179.638153     -37.762249      62.000000      5.00     10.00   151.009    74.402  -109.877     35.00     10.00    1
   70     0.151     179.618668     -37.804562      62.000000      5.00     10.00   172.933    71.679   -89.340     40.00     10.00    0
   71     0.160     179.870377     -37.254292      52.000000      5.00     10.00    67.727    29.043    65.238    -25.00     20.00    1
   72     0.246     179.851135     -37.296638      52.000000      5.00     10.00   124.808    89.258  -159.287    -20.00     20.00    1
   73     0.377     179.831894     -37.338982      52.000000      5.00     10.00   306.476    87.237   156.297    -15.00     20.00    1
   74     0.503     179.812607     -37.381321      52.000000      5.00     10.00   130.187    88.468  -156.883    -10.00     20.00    1
   75     0.608     179.793320     -37.423660      52.000000      5.00     10.00   131.713    89.683  -154.090     -5.00     20.00    1
   76     0.665     179.774002     -37.466000      52.000000      5.00     10.00   133.930    88.969  -155.301      0.00     20.00    1
   77     0.655     179.754654     -37.508331      52.000000      5.00     10.00   136.713    84.777  -159.575      5.00     20.00    1
   78     0.593     179.735306     -37.550659      52.000000      5.00     10.00   136.669    83.225  -158.023     10.00     20.00    1
   79     0.512     179.715912     -37.592991      52.000000      5.00     10.00    74.505    18.206    72.141     15.00     20.00    1
   80     0.461     179.696503     -37.635311      52.000000      5.00     10.00    22.023    19.833    13.081     20.00     20.00    1
   81     0.411     179.677078     -37.677631      52.000000      5.00     10.00   107.311    84.392  -116.432     25.00     20.00    1
   82     0.368     179.657623     -37.719940      52.000000      5.00     10.00   356.689    25.465   -26.737     30.00     20.00    0
   83     0.295     179.638153     -37.762249      52.000000      5.00     10.00   339.222    21.601   -43.537     35.00     20.00    0
   84     0.195     179.618668     -37.804562      52.000000      5.00     10.00   107.963    73.945  -100.707     40.00     20.00    1
   85     0.135     179.870377     -37.254292      42.000000      5.00     10.00   100.447    86.772  -120.153    -25.00     30.00    1
   86     0.277     179.851135     -37.296638      42.000000      5.00     10.00    20.212    26.763    11.379    -20.00     30.00    1
   87     0.375     179.831894     -37.338982      42.000000      5.00     10.00     0.479    25.439    -5.707    -15.00     30.00    1
   88     0.481     179.812607     -37.381321      42.000000      5.00     10.00   343.368    16.862   -11.360    -10.00     30.00    0
   89     0.606     179.793320     -37.423660      42.000000      5.00     10.00   244.045    89.371    89.303     -5.00     30.00    0
   90     0.699     179.774002     -37.466000      42.000000      5.00     10.00   147.415     5.318  -179.895      0.00     30.00    1
   91     0.708     179.754654     -37.508331      42.000000      5.00     10.00   146.665     6.255  -178.093      5.00     30.00    1
   92     0.635     179.735306     -37.550659      42.000000      5.00     10.00   234.741    89.031    84.827     10.00     30.00    0
   93     0.604     179.715912     -37.592991      42.000000      5.00     10.00   239.910    88.507    90.848     15.00     30.00    0
   94     0.614     179.696503     -37.635311      42.000000      5.00     10.00   -23.098    12.644    -3.966     20.00     30.00    1
   95     0.578     179.677078     -37.677631      42.000000      5.00     10.00   337.799    18.710   -11.594     25.00     30.00    0
   96     0.475     179.657623     -37.719940      42.000000      5.00     10.00    85.548    81.356  -109.173     30.00     30.00    1
   97     0.374     179.638153     -37.762249      42.000000      5.00     10.00    84.959    77.444  -109.767     35.00     30.00    1
   98     0.213     179.618668     -37.804562      42.000000      5.00     10.00    81.000    75.169  -112.228     40.00     30.00    1
   99     0.119     179.870377     -37.254292      32.000000      5.00     10.00    16.818    38.191    16.690    -25.00     40.00    1
  100     0.230     179.851135     -37.296638      32.000000      5.00     10.00    15.598    37.035    16.556    -20.00     40.00    1
  101     0.361     179.831894     -37.338982      32.000000      5.00     10.00    -1.414    27.447     7.786    -15.00     40.00    1
  102     0.520     179.812607     -37.381321      32.000000      5.00     10.00   343.105    23.306    -1.461    -10.00     40.00    0
  103     0.680     179.793320     -37.423660      32.000000      5.00     10.00    68.899    86.984  -110.647     -5.00     40.00    1
  104     0.795     179.774002     -37.466000      32.000000      5.00     10.00    65.764    85.897  -109.099      0.00     40.00    1
  105     0.864     179.754654     -37.508331      32.000000      5.00     10.00    64.296    85.367  -108.525      5.00     40.00    1
  106     0.882     179.735306     -37.550659      32.000000      5.00     10.00    63.502    85.230  -108.420     10.00     40.00    1
  107     0.859     179.715912     -37.592991      32.000000      5.00     10.00    64.206    85.031  -108.819     15.00     40.00    1
  108     0.833     179.696503     -37.635311      32.000000      5.00     10.00    67.388    84.846  -109.504     20.00     40.00    1
  109     0.742     179.677078     -37.677631      32.000000      5.00     10.00    70.107    83.221  -113.291     25.00     40.00    1
  110     0.625     179.657623     -37.719940      32.000000      5.00     10.00    70.380    81.875  -117.147     30.00     40.00    1
  111     0.477     179.638153     -37.762249      32.000000      5.00     10.00    71.343    77.518  -122.875     35.00     40.00    1
  112     0.266     179.618668     -37.804562      32.000000      5.00     10.00    74.964    71.449  -127.805     40.00     40.00    1
  113     0.124     179.870377     -37.254292      22.000000      5.00     10.00    53.542    17.090    22.175    -25.00     50.00    1
  114     0.231     179.851135     -37.296638      22.000000      5.00     10.00    45.478    21.193    25.311    -20.00     50.00    1
  115     0.291     179.831894     -37.338982      22.000000      5.00     10.00    25.822    22.294    20.893    -15.00     50.00    1
  116     0.376     179.812607     -37.381321      22.000000      5.00     10.00   266.842    86.110   109.304    -10.00     50.00    1
  117     0.472     179.793320     -37.423660      22.000000      5.00     10.00   352.898    17.711     4.062     -5.00     50.00    0
  118     0.567     179.774002     -37.466000      22.000000      5.00     10.00   341.106    17.609    -1.314      0.00     50.00    0
  119     0.651     179.754654     -37.508331      22.000000      5.00     10.00    67.510    88.396  -108.841      5.00     50.00    1
  120     0.708     179.735306     -37.550659      22.000000      5.00     10.00    64.789    87.663  -110.626     10.00     50.00    1
  121     0.737     179.715912     -37.592991      22.000000      5.00     10.00    62.500    87.808  -111.532     15.00     50.00    1
  122     0.722     179.696503     -37.635311      22.000000      5.00     10.00    59.834    89.400  -110.823     20.00     50.00    1
  123     0.646     179.677078     -37.677631      22.000000      5.00     10.00   329.992    23.194    -0.693     25.00     50.00    1
  124     0.536     179.657623     -37.719940      22.000000      5.00     10.00   329.330    26.917    -4.029     30.00     50.00    1
  125     0.389     179.638153     -37.762249      22.000000      5.00     10.00   325.520    32.907   -12.408     35.00     50.00    1
  126     0.206     179.618668     -37.804562      22.000000      5.00     10.00    62.715    81.893  -122.337     40.00     50.00    1
  127     0.124     179.870377     -37.254292      12.000000      5.00     10.00    38.480    24.082    37.391    -25.00     60.00    1
  128     0.217     179.851135     -37.296638      12.000000      5.00     10.00    34.666    23.400    32.330    -20.00     60.00    1
  129     0.267     179.831894     -37.338982      12.000000      5.00     10.00    30.365    23.290    30.798    -15.00     60.00    1
  130     0.282     179.812607     -37.381321      12.000000      5.00     10.00   -89.666    80.633   110.987    -10.00     60.00    1
  131     0.289     179.793320     -37.423660      12.000000      5.00     10.00   263.056    81.221   110.516     -5.00     60.00    1
  132     0.310     179.774002     -37.466000      12.000000      5.00     10.00   252.897    82.405   109.476      0.00     60.00    1
  133     0.358     179.754654     -37.508331      12.000000      5.00     10.00   349.773    19.601    15.770      5.00     60.00    0
  134     0.403     179.735306     -37.550659      12.000000      5.00     10.00   240.937    86.999   109.279     10.00     60.00    0
  135     0.434     179.715912     -37.592991      12.000000      5.00     10.00   240.016    88.585   109.615     15.00     60.00    0
  136     0.426     179.696503     -37.635311      12.000000      5.00     10.00   238.704    88.779   110.242     20.00     60.00    0
  137     0.388     179.677078     -37.677631      12.000000      5.00     10.00   239.412    89.407   112.684     25.00     60.00    0
  138     0.328     179.657623     -37.719940      12.000000      5.00     10.00    60.876    88.715  -114.572     30.00     60.00    1
  139     0.255     179.638153     -37.762249      12.000000      5.00     10.00    62.979    84.142  -117.518     35.00     60.00    1
  140     0.117     179.618668     -37.804562      12.000000      5.00     10.00    64.068    84.563  -116.052     40.00     60.00    1
