   No           lonR           latR             dR        D0    strike       dip      rake   strike2      dip2     rake2         x         y flag
    1     179.870377     -37.254292     102.000000     0.200   138.770    82.256   138.770   235.505    49.227    10.250    -25.00    -30.00    0
    2     179.851135     -37.296638     102.000000     0.365   136.093    85.204   138.190   230.369    48.369     6.422    -20.00    -30.00    0
    3     179.831894     -37.338982     102.000000     0.501   136.899    87.224   140.804   229.160    50.859     3.580    -15.00    -30.00    0
    4     179.812607     -37.381321     102.000000     0.577   137.557    87.598   145.981   229.177    56.015     2.897    -10.00    -30.00    0
    5     179.793320     -37.423660     102.000000     0.621   319.124    89.381  -152.694   228.805    62.695    -0.696     -5.00    -30.00    0
    6     179.774002     -37.466000     102.000000     0.636   320.706    87.225  -159.978   229.695    70.002    -2.953      0.00    -30.00    0
    7     179.754654     -37.508331     102.000000     0.633   321.810    88.090  -164.496   231.281    74.505    -1.981      5.00    -30.00    0
    8     179.735306     -37.550659     102.000000     0.602   142.372    85.612   165.199   233.530    75.243     4.538     10.00    -30.00    0
    9     179.715912     -37.592991     102.000000     0.587   143.282    83.662   172.139   234.155    82.188     6.397     15.00    -30.00    0
   10     179.696503     -37.635311     102.000000     0.591   144.779    84.393   179.772   234.801    89.773     5.607     20.00    -30.00    0
   11     179.677078     -37.677631     102.000000     0.518   146.513    86.092  -179.753    56.496    89.753    -3.908     25.00    -30.00    1
   12     179.657623     -37.719940     102.000000     0.375   145.339    83.546  -179.879    55.325    89.879    -6.454     30.00    -30.00    1
   13     179.638153     -37.762249     102.000000     0.235   140.910    85.525  -176.874    50.666    86.884    -4.482     35.00    -30.00    1
   14     179.618668     -37.804562     102.000000     0.126   316.803    85.300   170.551    47.584    80.583     4.765     40.00    -30.00    1
   15     179.870377     -37.254292      92.000000     0.317   129.617    82.129   137.301   226.820    47.797    10.654    -25.00    -20.00    0
   16     179.851135     -37.296638      92.000000     0.590   130.750    87.312   138.156   223.155    48.213     3.607    -20.00    -20.00    0
   17     179.831894     -37.338982      92.000000     0.817   315.011    87.675  -141.174   223.142    51.212    -2.983    -15.00    -20.00    0
   18     179.812607     -37.381321      92.000000     1.053   318.145    83.329  -151.264   224.501    61.476    -7.597    -10.00    -20.00    0
   19     179.793320     -37.423660      92.000000     1.209   320.194    78.806  -160.731   226.312    71.111   -11.840     -5.00    -20.00    0
   20     179.774002     -37.466000      92.000000     1.272   320.978    75.009  -169.948   228.353    80.294   -15.213      0.00    -20.00    0
   21     179.754654     -37.508331      92.000000     1.277   320.485    72.221   179.872    50.524    89.878    17.779      5.00    -20.00    1
   22     179.735306     -37.550659      92.000000     1.262   319.133    70.748   169.459    52.644    80.055    19.558     10.00    -20.00    1
   23     179.715912     -37.592991      92.000000     1.232   318.454    70.652   162.001    54.598    73.049    20.264     15.00    -20.00    1
   24     179.696503     -37.635311      92.000000     1.153   318.180    72.070   154.798    56.423    66.101    19.677     20.00    -20.00    1
   25     179.677078     -37.677631      92.000000     1.022   319.497    72.194   151.496    58.925    62.977    20.076     25.00    -20.00    1
   26     179.657623     -37.719940      92.000000     0.754   319.375    72.239   148.946    59.783    60.577    20.500     30.00    -20.00    1
   27     179.638153     -37.762249      92.000000     0.475   318.294    72.289   147.453    59.282    59.170    20.750     35.00    -20.00    1
