   No           lonR           latR             dR        D0    strike       dip      rake   strike2      dip2     rake2         x         y flag
    1     179.870377     -37.254292     102.000000     0.190   151.187    79.911   151.318   246.661    61.802    11.465    -25.00    -30.00    1
    2     179.851135     -37.296638     102.000000     0.334   147.263    86.988   150.628   238.958    60.672     3.456    -20.00    -30.00    0
    3     179.831894     -37.338982     102.000000     0.485   142.557    86.832   150.125   234.376    60.175     3.652    -15.00    -30.00    0
    4     179.812607     -37.381321     102.000000     0.574   139.733    87.702   154.188   230.844    64.211     2.552    -10.00    -30.00    0
    5     179.793320     -37.423660     102.000000     0.645   317.092    88.140  -158.421   226.357    68.433    -2.000     -5.00    -30.00    0
    6     179.774002     -37.466000     102.000000     0.673   314.948    84.891  -159.708   223.062    69.792    -5.445      0.00    -30.00    0
    7     179.754654     -37.508331     102.000000     0.661   131.869    88.328   160.957   222.446    70.965     1.769      5.00    -30.00    0
    8     179.735306     -37.550659     102.000000     0.602   129.934    79.594   164.153   222.869    74.420    10.808     10.00    -30.00    0
    9     179.715912     -37.592991     102.000000     0.554   132.744    76.555   172.913   224.400    83.108    13.544     15.00    -30.00    0
   10     179.696503     -37.635311     102.000000     0.528   138.966    72.322   179.524   229.110    89.547    17.679     20.00    -30.00    0
   11     179.677078     -37.677631     102.000000     0.451   145.893    70.317   178.063   236.546    88.176    19.693     25.00    -30.00    0
   12     179.657623     -37.719940     102.000000     0.338   150.301    64.397   170.552   244.414    81.487    25.909     30.00    -30.00    0
   13     179.638153     -37.762249     102.000000     0.219   154.451    68.149   159.315   252.450    70.862    23.201     35.00    -30.00    1
   14     179.618668     -37.804562     102.000000     0.116   345.728    84.912  -161.775   254.055    71.849    -5.355     40.00    -30.00    0
   15     179.870377     -37.254292      92.000000     0.374   330.491    52.789   162.200    71.479    75.910    38.573    -25.00    -20.00    1
   16     179.851135     -37.296638      92.000000     0.635   331.302    54.114   174.240    64.686    85.336    36.024    -20.00    -20.00    1
   17     179.831894     -37.338982      92.000000     0.798   328.661    74.079  -157.849   232.289    68.741   -17.118    -15.00    -20.00    0
   18     179.812607     -37.381321      92.000000     1.005   323.921    75.095  -156.736   227.611    67.563   -16.158    -10.00    -20.00    0
   19     179.793320     -37.423660      92.000000     1.133   320.716    75.139  -159.661   225.286    70.370   -15.802     -5.00    -20.00    0
   20     179.774002     -37.466000      92.000000     1.199   318.200    73.739  -167.300   224.590    77.816   -16.646      0.00    -20.00    0
   21     179.754654     -37.508331      92.000000     1.198   315.746    73.272  -177.198   224.939    87.317   -16.747      5.00    -20.00    0
   22     179.735306     -37.550659      92.000000     1.165   314.059    72.057   171.293    46.760    81.720    18.139     10.00    -20.00    1
   23     179.715912     -37.592991      92.000000     1.113   314.051    71.795   163.122    49.466    73.990    18.967     15.00    -20.00    1
   24     179.696503     -37.635311      92.000000     1.039   315.746    72.478   155.866    53.428    67.052    19.083     20.00    -20.00    1
   25     179.677078     -37.677631      92.000000     0.915   321.198    72.465   154.823    59.259    66.068    19.246     25.00    -20.00    1
   26     179.657623     -37.719940      92.000000     0.691   326.025    68.644   155.601    65.405    67.374    23.237     30.00    -20.00    1
   27     179.638153     -37.762249      92.000000     0.445   332.342    65.286   161.756    70.189    73.477    25.855     35.00    -20.00    1
   28     179.618668     -37.804562      92.000000     0.244   340.512    52.557   174.197    74.048    85.395    37.585     40.00    -20.00    0
   29     179.870377     -37.254292      82.000000     0.415   131.489    75.575   139.219   233.617    50.759    18.762    -25.00    -10.00    0
   30     179.851135     -37.296638      82.000000     0.736   130.610    77.473   140.383   230.789    51.503    16.089    -20.00    -10.00    0
   31     179.831894     -37.338982      82.000000     1.010   130.898    81.278   143.726   227.248    54.210    10.774    -15.00    -10.00    0
   32     179.812607     -37.381321      82.000000     1.265   133.369    88.830   154.035   223.939    64.041     1.301    -10.00    -10.00    0
   33     179.793320     -37.423660      82.000000     1.443   314.035    86.779  -159.033   222.802    69.067    -3.449     -5.00    -10.00    0
   34     179.774002     -37.466000      82.000000     1.484   314.478    81.630  -166.620   222.495    76.765    -8.600      0.00    -10.00    0
   35     179.754654     -37.508331      82.000000     1.448   314.032    72.731  -179.179   223.788    89.216   -17.271      5.00    -10.00    0
   36     179.735306     -37.550659      82.000000     1.442   311.746    62.766   167.052    47.752    78.509    27.839     10.00    -10.00    1
   37     179.715912     -37.592991      82.000000     1.355   310.474    60.559   160.126    50.549    72.779    30.970     15.00    -10.00    1
   38     179.696503     -37.635311      82.000000     1.249   309.905    62.161   153.096    53.236    66.414    30.634     20.00    -10.00    1
   39     179.677078     -37.677631      82.000000     1.066   311.236    61.846   149.911    56.526    63.767    31.737     25.00    -10.00    1
   40     179.657623     -37.719940      82.000000     0.721   313.858    62.599   150.736    58.319    64.279    30.719     30.00    -10.00    1
   41     179.638153     -37.762249      82.000000     0.395   316.281    60.883   157.151    57.868    70.170    31.149     35.00    -10.00    1
   42     179.618668     -37.804562      82.000000     0.163   196.365    77.906   -84.636   352.225    13.214  -113.572     40.00    -10.00    0
   43     179.870377     -37.254292      72.000000     0.248   134.902    81.324   154.952   228.934    65.258     9.561    -25.00      0.00    0
   44     179.851135     -37.296638      72.000000     0.458   134.389    81.047   154.890   228.560    65.217     9.870    -20.00      0.00    0
   45     179.831894     -37.338982      72.000000     0.674   132.836    77.570   157.538   227.922    68.092    13.415    -15.00      0.00    0
